Product,Region,Country,Operating Company,Location,Source,Capacity (kt),Latitude,Longitude,Coordinate Status
Benzene,North America,Canada,Shell Chemicals,Scotford,HDA,205.0,53.8,-113.09,validated
Benzene,North America,Canada,Suncor,Montreal,HDA,164.0,45.5,-73.57,validated
Benzene,North America,Mexico,Pemex,La Cangrejera,HDA,114.0,18.11389,-94.418,validated
Benzene,North America,US,Dow,Plaquemine,HDA,341.0,30.29,-91.23,validated
Benzene,North America,US,Phillips 66,Belle Chasse,HDA,214.0,29.85,-89.99,validated
Benzene,Latin America and Caribbean,Argentina,Pampa Energia,San Lorenzo,HDA,23.0,-32.75,-60.73,validated
Benzene,Latin America and Caribbean,Argentina,YPF,Ensenada,HDA,12.0,-34.86,-57.91,validated
Benzene,Latin America and Caribbean,Brazil,Braskem,Sao Paulo,HDA,27.0,-23.55,-46.63,validated
Benzene,Latin America and Caribbean,Brazil,Braskem,Triunfo [RS],HDA,40.0,,,needs coordinate validation
Benzene,Latin America and Caribbean,Venezuela,Pequiven,El Palito,HDA,40.0,10.47759,-68.11046,validated
Benzene,Western Europe,Germany,BASF,Mannheim,HDA,160.0,,,needs coordinate validation
Benzene,Western Europe,Germany,BP Europa,Gelsenkirchen,HDA,0.0,,,needs coordinate validation
Benzene,Central and Eastern Europe,Serbia,NIS,Pancevo,HDA,40.0,44.87,20.64,validated
Benzene,Central and Eastern Europe,Slovakia,Slovnaft,Bratislava,HDA,50.0,48.15,17.11,validated
Benzene,Central and Eastern Europe,Ukraine,Ukrtatnafta,Kremenchug,HDA,50.0,49.07,33.42,validated
Benzene,Middle East,Iran,Esfahan Petrochemical,Esfahan,HDA,26.0,,,needs coordinate validation
Benzene,Middle East,Iran,Faravaresh Bandar Imam,Bandar Imam,HDA,149.0,30.44,49.08,validated
Benzene,Middle East,Iraq,Aradet,Bayji,HDA,20.0,34.9292,43.4888,validated
Benzene,Middle East,Saudi Arabia,SASREF,Al Jubail,HDA,250.0,27.0,49.66,validated
Benzene,Northeast Asia,China,Sinopec Beijing Yanshan Petrochemical,Beijing,HDA,40.0,,,needs coordinate validation
Benzene,Northeast Asia,Japan,Fuji Oil,Chiba,HDA,130.0,,,needs coordinate validation
Benzene,Northeast Asia,Japan,Idemitsu Kosan,Chiba,HDA,250.0,,,needs coordinate validation
Benzene,Northeast Asia,Japan,JXTG Nippon Oil & Energy,Mizushima,HDA,100.0,,,needs coordinate validation
Benzene,Northeast Asia,Japan,Maruzen Petrochemical,Chiba,HDA,100.0,,,needs coordinate validation
Benzene,Northeast Asia,Japan,Mitsubishi Chemical,Kashima,HDA,262.0,,,needs coordinate validation
Benzene,Northeast Asia,South Korea,Hanwha Total,Daesan,HDA,75.0,,,needs coordinate validation
Benzene,Northeast Asia,South Korea,Lotte Chemical,Daesan,HDA,160.0,,,needs coordinate validation
Benzene,Northeast Asia,South Korea,YNCC,Yeosu,HDA,74.0,,,needs coordinate validation
Phenol,South Asia,India,Gujarat Industrial Development Corporation,Vadodara,Toluene,15.0,,,needs coordinate validation
Phenol,Northeast Asia,Japan,JXTG Nippon Oil & Energy,Kitakyushu,Toluene,0.0,,,needs coordinate validation
Purified Terephthalic Acid,North America,Canada,Indorama,Montreal, ,650.0,45.5,-73.57,validated
Purified Terephthalic Acid,North America,Mexico,Alpek,Altamira, ,1000.0,,,needs coordinate validation
Purified Terephthalic Acid,North America,Mexico,Alpek,Costaleacaque, ,610.0,,,needs coordinate validation
Purified Terephthalic Acid,North America,US,BP,Cooper River, ,1478.0,,,needs coordinate validation
Purified Terephthalic Acid,North America,US,Eastman Chemical,Kingsport, ,229.0,,,needs coordinate validation
Purified Terephthalic Acid,North America,US,Alpek,Columbia [SC], ,600.0,,,needs coordinate validation
Purified Terephthalic Acid,North America,US,Indorama Ventures,Decatur [AL], ,1050.0,,,needs coordinate validation
Purified Terephthalic Acid,North America,US,Corpus Christi Polymers,Corpus Christi, ,1300.0,,,needs coordinate validation
Purified Terephthalic Acid,Latin America and Caribbean,Brazil,Alpek,Suape, ,1000.0,,,needs coordinate validation
Purified Terephthalic Acid,Western Europe,Belgium,BP,Geel, ,1374.0,,,needs coordinate validation
Purified Terephthalic Acid,Western Europe,Netherlands,Indorama,Rotterdam, ,700.0,,,needs coordinate validation
Purified Terephthalic Acid,Western Europe,Portugal,Indorama Ventures,Sines, ,700.0,,,needs coordinate validation
Purified Terephthalic Acid,Western Europe,Spain,Indorama Ventures,San Roque, ,600.0,,,needs coordinate validation
Purified Terephthalic Acid,Central and Eastern Europe,Poland,PKN Orlen,Wloclawek, ,600.0,,,needs coordinate validation
Purified Terephthalic Acid,Russia and Central Asia,Russia,Polief,Blagoveshchensk, ,350.0,,,needs coordinate validation
Purified Terephthalic Acid,Russia and Central Asia,Russia,SafPET,Nizhnekamsk, ,210.0,,,needs coordinate validation
Purified Terephthalic Acid,Middle East,Iran,Shahid Tondguyan Petrochemical,Bandar Imam, ,700.0,30.44,49.08,validated
Purified Terephthalic Acid,Middle East,Qatar,Qatar Petroleum,Ras Laffan, ,1200.0,25.92,51.53,validated
Purified Terephthalic Acid,Middle East,Saudi Arabia,SABIC,Yanbu, ,650.0,24.09,38.06,validated
Purified Terephthalic Acid,Middle East,Saudi Arabia,Pan-Asia Saudi,Jazan, ,2500.0,16.89,42.55,validated
Purified Terephthalic Acid,Middle East,Turkey,Petkim,Aliaga, ,105.0,,,needs coordinate validation
Purified Terephthalic Acid,Middle East,Turkey,SOCAR,Aliaga, ,1250.0,,,needs coordinate validation
Purified Terephthalic Acid,South Asia,India,Indian Oil Corporation,Panipat, ,720.0,,,needs coordinate validation
Purified Terephthalic Acid,South Asia,India,Indian Oil Corporation,Paradip, ,1200.0,,,needs coordinate validation
Purified Terephthalic Acid,South Asia,India,Reliance,Dahej, ,2900.0,,,needs coordinate validation
Purified Terephthalic Acid,South Asia,India,Reliance,Hazira, ,1800.0,,,needs coordinate validation
Purified Terephthalic Acid,South Asia,India,Reliance,Patalganga, ,200.0,,,needs coordinate validation
Purified Terephthalic Acid,South Asia,India,Indorama,Manali, ,1250.0,,,needs coordinate validation
Purified Terephthalic Acid,South Asia,India,KKR,Mangalore, ,1250.0,,,needs coordinate validation
Purified Terephthalic Acid,South Asia,India,MCPI,Haldia, ,1190.0,,,needs coordinate validation
Purified Terephthalic Acid,South Asia,Pakistan,Lotte Pakistan PTA,Port Qasim, ,500.0,24.78,67.33,validated
Purified Terephthalic Acid,Northeast Asia,China,Formosa Chemicals & Fiber Corporation,Ningbo, ,3200.0,,,needs coordinate validation
Purified Terephthalic Acid,Northeast Asia,China,Liaoyang Petrochemical,Liaoyang, ,600.0,,,needs coordinate validation
Purified Terephthalic Acid,Northeast Asia,China,Shenghong Petrochemical,Lianyungang, ,3900.0,,,needs coordinate validation
Purified Terephthalic Acid,Northeast Asia,China,Sinopec Luoyang,Luoyang, ,350.0,,,needs coordinate validation
Purified Terephthalic Acid,Northeast Asia,China,Sinopec Shanghai Petrochemical,Jinshan, ,400.0,,,needs coordinate validation
Purified Terephthalic Acid,Northeast Asia,China,Sinopec Tianjin,Tianjin, ,350.0,,,needs coordinate validation
Purified Terephthalic Acid,Northeast Asia,China,Sinopec Yangzi Petrochemical,Nanjing, ,600.0,,,needs coordinate validation
Purified Terephthalic Acid,Northeast Asia,China,Urumqi Petrochemical,Urumqi, ,75.0,,,needs coordinate validation
Purified Terephthalic Acid,Northeast Asia,China,BP Zhuhai,Zhuhai, ,2850.0,,,needs coordinate validation
Purified Terephthalic Acid,Northeast Asia,China,Chongqing Pengwei,Chongqing, ,900.0,,,needs coordinate validation
Purified Terephthalic Acid,Northeast Asia,China,Fujian Billion,Quanzhou, ,2500.0,,,needs coordinate validation
Purified Terephthalic Acid,Northeast Asia,China,Hainan Yisheng,Sanya, ,2200.0,,,needs coordinate validation
Purified Terephthalic Acid,Northeast Asia,China,Hanbang Petrochemical,Jiangyin, ,600.0,,,needs coordinate validation
Purified Terephthalic Acid,Northeast Asia,China,Jialong Petrochemical Fiber,Shishi, ,1800.0,,,needs coordinate validation
Purified Terephthalic Acid,Northeast Asia,China,Jiangsu Hengli,Dalian, ,11600.0,,,needs coordinate validation
Purified Terephthalic Acid,Northeast Asia,China,Jiangsu Sanfangxiang,Jiangyin, ,2400.0,,,needs coordinate validation
Purified Terephthalic Acid,Northeast Asia,China,Luoyang Longyu,Luoyang, ,1000.0,,,needs coordinate validation
Purified Terephthalic Acid,Northeast Asia,China,Oriental Petrochemical Shanghai,Shanghai, ,700.0,,,needs coordinate validation
Purified Terephthalic Acid,Northeast Asia,China,Sichuan Shengda Chemical,Guang'an, ,1000.0,,,needs coordinate validation
Purified Terephthalic Acid,Northeast Asia,China,Sinopec Yizheng Chemical Fibre,Yizheng, ,2900.0,,,needs coordinate validation
Purified Terephthalic Acid,Northeast Asia,China,Tongkun Group,Nantong, ,5000.0,,,needs coordinate validation
Purified Terephthalic Acid,Northeast Asia,China,Tongkun Group,Jiaxing, ,3700.0,,,needs coordinate validation
Purified Terephthalic Acid,Northeast Asia,China,Xianglu Petrochemicals,Gulei, ,4500.0,23.75,117.6,validated
Purified Terephthalic Acid,Northeast Asia,China,Xinfengming,Pinghu, ,4400.0,,,needs coordinate validation
Purified Terephthalic Acid,Northeast Asia,China,Xinjiang Zhongtai,Urumqi, ,1200.0,,,needs coordinate validation
Purified Terephthalic Acid,Northeast Asia,China,Yisheng Dahua,Dalian, ,6250.0,,,needs coordinate validation
Purified Terephthalic Acid,Northeast Asia,China,Zhejiang Yisheng,Ningbo, ,11150.0,,,needs coordinate validation
Purified Terephthalic Acid,Northeast Asia,China,Ningbo Liwan,Ningbo, ,700.0,,,needs coordinate validation
Purified Terephthalic Acid,Northeast Asia,China,Zhejiang Reignwood,Shaoxing, ,3200.0,,,needs coordinate validation
Purified Terephthalic Acid,Northeast Asia,Japan,Mitsui Chemicals,Iwakuni, ,400.0,,,needs coordinate validation
Purified Terephthalic Acid,Northeast Asia,Japan,Toray,Tokai, ,280.0,,,needs coordinate validation
Purified Terephthalic Acid,Northeast Asia,South Korea,Hanwha Chemical,Daesan, ,700.0,,,needs coordinate validation
Purified Terephthalic Acid,Northeast Asia,South Korea,Hanwha Chemical,Ulsan, ,1300.0,,,needs coordinate validation
Purified Terephthalic Acid,Northeast Asia,South Korea,Lotte Chemical,Ulsan, ,600.0,,,needs coordinate validation
Purified Terephthalic Acid,Northeast Asia,South Korea,Hyosung,Ulsan, ,430.0,,,needs coordinate validation
Purified Terephthalic Acid,Northeast Asia,South Korea,Samnam Petrochemical,Yeosu, ,1850.0,,,needs coordinate validation
Purified Terephthalic Acid,Northeast Asia,South Korea,Taekwang,Ulsan, ,1000.0,,,needs coordinate validation
Purified Terephthalic Acid,Northeast Asia,Taiwan,Formosa Chemicals & Fiber Corporation,Mailiao, ,1100.0,23.79,120.18,validated
Purified Terephthalic Acid,Northeast Asia,Taiwan,Formosa Chemicals & Fiber Corporation,Loong-der, ,700.0,,,needs coordinate validation
Purified Terephthalic Acid,Northeast Asia,Taiwan,CAPCO,Kaohsiung, ,700.0,,,needs coordinate validation
Purified Terephthalic Acid,Northeast Asia,Taiwan,Oriental Petrochemicals,Kuan Yin, ,1500.0,,,needs coordinate validation
Purified Terephthalic Acid,Northeast Asia,Taiwan,Oriental Petrochemicals,Taoyuan, ,500.0,,,needs coordinate validation
Purified Terephthalic Acid,Southeast Asia,Indonesia,Asia Pacific Fibres,Karawang, ,340.0,,,needs coordinate validation
Purified Terephthalic Acid,Southeast Asia,Indonesia,BP Indonesia,Merak, ,600.0,,,needs coordinate validation
Purified Terephthalic Acid,Southeast Asia,Indonesia,Indorama,Cilegon, ,500.0,,,needs coordinate validation
Purified Terephthalic Acid,Southeast Asia,Indonesia,Mitsubishi Chemical Indonesia,Merak, ,640.0,,,needs coordinate validation
Purified Terephthalic Acid,Southeast Asia,Malaysia,RP Chemicals,Kuantan, ,600.0,,,needs coordinate validation
Purified Terephthalic Acid,Southeast Asia,Thailand,Indorama,Rayong, ,700.0,,,needs coordinate validation
Purified Terephthalic Acid,Southeast Asia,Thailand,TPT Petrochemicals,Rayong, ,600.0,,,needs coordinate validation
Purified Terephthalic Acid,Southeast Asia,Thailand,GCM-PTA,Map Ta Phut, ,1450.0,12.68,101.16,validated
Isophthalic Acid,North America,US,Eastman Chemical,Kingsport, ,68.0,,,needs coordinate validation
Isophthalic Acid,North America,US,Flint Hills Resources,Joliet, ,230.0,,,needs coordinate validation
Isophthalic Acid,Western Europe,Spain,Indorama Ventures,San Roque, ,220.0,,,needs coordinate validation
Isophthalic Acid,Northeast Asia,China,Jiangsu Donglian Chemical,Danyang, ,8.0,,,needs coordinate validation
Isophthalic Acid,Northeast Asia,South Korea,Lotte Chemical,Ulsan, ,200.0,,,needs coordinate validation
Isophthalic Acid,Southeast Asia,Singapore,Lonza,Jurong Island, ,50.0,1.26,103.7,validated
Toluene,North America,Canada,Imperial Oil,Sarnia,PyGas,15.0,,,needs coordinate validation
Toluene,North America,Canada,Imperial Oil,Sarnia,Reformer,60.0,,,needs coordinate validation
Toluene,North America,Canada,Shell Chemicals,Sarnia,Reformer,90.0,,,needs coordinate validation
Toluene,North America,Canada,Shell Chemicals,Scotford,Reformer,150.0,53.8,-113.09,validated
Toluene,North America,Canada,Suncor,Montreal,Reformer,164.0,45.5,-73.57,validated
Toluene,North America,Canada,Suncor,Sarnia,Reformer,140.0,,,needs coordinate validation
Toluene,North America,Mexico,Pemex,La Cangrejera,Reformer,362.0,18.11389,-94.418,validated
Toluene,North America,US,Americas Styrenics,Donaldsonville,Styrene,41.0,,,needs coordinate validation
Toluene,North America,US,BASF Total Petrochemicals,Port Arthur,PyGas,100.0,,,needs coordinate validation
Toluene,North America,US,Chevron Phillips Chemical,Pascagoula,Reformer,82.0,,,needs coordinate validation
Toluene,North America,US,Chevron Phillips Chemical,Sweeny,Reformer,132.0,,,needs coordinate validation
Toluene,North America,US,Citgo,Lake Charles,Reformer,400.0,,,needs coordinate validation
Toluene,North America,US,Citgo,Corpus Christi,Reformer,140.0,,,needs coordinate validation
Toluene,North America,US,Citgo,Lemont,Reformer,49.0,,,needs coordinate validation
Toluene,North America,US,Cos-Mar,Carville,Styrene,32.0,,,needs coordinate validation
Toluene,North America,US,ExxonMobil,Baton Rouge,Reformer,365.0,,,needs coordinate validation
Toluene,North America,US,ExxonMobil,Baytown,Reformer,643.0,,,needs coordinate validation
Toluene,North America,US,ExxonMobil,Beaumont [TX],PyGas,20.0,,,needs coordinate validation
Toluene,North America,US,Flint Hills Resources,Corpus Christi,Reformer,474.0,,,needs coordinate validation
Toluene,North America,US,HollyFrontier,El Dorado [KS],Reformer,13.0,,,needs coordinate validation
Toluene,North America,US,INEOS Styrolution,Bayport [TX],Styrene,34.0,,,needs coordinate validation
Toluene,North America,US,INEOS Styrolution,Texas City,Styrene,47.0,,,needs coordinate validation
Toluene,North America,US,LyondellBasell,Channelview,PyGas,99.0,,,needs coordinate validation
Toluene,North America,US,LyondellBasell,Chocolate Bayou,PyGas,66.0,,,needs coordinate validation
Toluene,North America,US,Marathon Petroleum,Catlettsburg,Coal,20.0,,,needs coordinate validation
Toluene,North America,US,Marathon Petroleum,Catlettsburg,Reformer,125.0,,,needs coordinate validation
Toluene,North America,US,Marathon Petroleum,Texas City,Reformer,813.0,,,needs coordinate validation
Toluene,North America,US,PBF Energy,Chalmette,Reformer,180.0,,,needs coordinate validation
Toluene,North America,US,PBF Energy,Toledo [OH],Reformer,237.0,,,needs coordinate validation
Toluene,North America,US,Philadelphia Energy Solutions,Philadelphia [PA],Reformer,0.0,,,needs coordinate validation
Toluene,North America,US,Phillips 66,Belle Chasse,Reformer,191.0,29.85,-89.99,validated
Toluene,North America,US,Shell Chemicals,Deer Park [TX],Reformer,248.0,,,needs coordinate validation
Toluene,North America,US,Total Petrochemicals,Port Arthur,Reformer,353.0,,,needs coordinate validation
Toluene,North America,US,Valero,Corpus Christi,Reformer,172.0,,,needs coordinate validation
Toluene,North America,US,Valero,Three Rivers [TX],Reformer,170.0,,,needs coordinate validation
Toluene,North America,US,Westlake Chemical,Lake Charles,Styrene,14.0,,,needs coordinate validation
Toluene,Latin America and Caribbean,Argentina,Pampa Energia,San Lorenzo,Reformer,150.0,-32.75,-60.73,validated
Toluene,Latin America and Caribbean,Argentina,YPF,Ensenada,Reformer,175.0,-34.86,-57.91,validated
Toluene,Latin America and Caribbean,Brazil,Braskem,Camacari,PyGas,115.0,,,needs coordinate validation
Toluene,Latin America and Caribbean,Brazil,Braskem,Camacari,Reformer,40.0,,,needs coordinate validation
Toluene,Latin America and Caribbean,Brazil,Braskem,Triunfo [RS],PyGas,50.0,,,needs coordinate validation
Toluene,Latin America and Caribbean,Brazil,CSN,Volta Redonda,Coal,3.0,,,needs coordinate validation
Toluene,Latin America and Caribbean,Brazil,Petrobras,Cubatao,Reformer,78.0,,,needs coordinate validation
Toluene,Latin America and Caribbean,Brazil,Unigel,Cubatao,Styrene,7.0,,,needs coordinate validation
Toluene,Latin America and Caribbean,Brazil,Usiminas,Cubatao,Coal,4.0,,,needs coordinate validation
Toluene,Latin America and Caribbean,Colombia,Ecopetrol,Barrancabermeja,Reformer,42.0,,,needs coordinate validation
Toluene,Latin America and Caribbean,Venezuela,Pequiven,El Palito,Reformer,36.0,10.47759,-68.11046,validated
Toluene,Western Europe,Belgium,Rutgers,Zelzate,Coal,6.0,,,needs coordinate validation
Toluene,Western Europe,Belgium,Total Petrochemicals,Antwerp,PyGas,100.0,,,needs coordinate validation
Toluene,Western Europe,Belgium,Total Petrochemicals,Antwerp,Reformer,150.0,,,needs coordinate validation
Toluene,Western Europe,France,A.P. Feyzin,Feyzin,PyGas,40.0,,,needs coordinate validation
Toluene,Western Europe,France,Total Petrochemicals,Gonfreville,Reformer,35.0,,,needs coordinate validation
Toluene,Western Europe,Germany,Arsol Aromatics,Gelsenkirchen,Coal,30.0,,,needs coordinate validation
Toluene,Western Europe,Germany,BASF,Ludwigshafen,Styrene,15.0,,,needs coordinate validation
Toluene,Western Europe,Germany,BASF,Mannheim,PyGas,140.0,,,needs coordinate validation
Toluene,Western Europe,Germany,BP Europa,Gelsenkirchen,PyGas,123.0,,,needs coordinate validation
Toluene,Western Europe,Germany,BP Europa,Gelsenkirchen,Reformer,130.0,,,needs coordinate validation
Toluene,Western Europe,Germany,INEOS,Cologne,PyGas,130.0,,,needs coordinate validation
Toluene,Western Europe,Germany,PCK,Schwedt,Reformer,52.0,,,needs coordinate validation
Toluene,Western Europe,Germany,Raffinerie Heide,Heide,Reformer,125.0,,,needs coordinate validation
Toluene,Western Europe,Germany,Shell Chemicals,Godorf,PyGas,75.0,,,needs coordinate validation
Toluene,Western Europe,Germany,Shell Chemicals,Godorf,Reformer,55.0,,,needs coordinate validation
Toluene,Western Europe,Germany,Shell Chemicals,Wesseling,PyGas,150.0,,,needs coordinate validation
Toluene,Western Europe,Italy,Versalis,Porto Marghera,PyGas,50.0,,,needs coordinate validation
Toluene,Western Europe,Italy,Versalis,Priolo,PyGas,180.0,,,needs coordinate validation
Toluene,Western Europe,Netherlands,Dow,Terneuzen,Styrene,30.0,,,needs coordinate validation
Toluene,Western Europe,Netherlands,ExxonMobil,Botlek,Reformer,260.0,,,needs coordinate validation
Toluene,Western Europe,Portugal,Petrogal,Porto,Reformer,140.0,,,needs coordinate validation
Toluene,Western Europe,Spain,CEPSA,Algeciras,Reformer,200.0,,,needs coordinate validation
Toluene,Western Europe,United Kingdom,Essar Energy,Stanlow,Reformer,80.0,,,needs coordinate validation
Toluene,Central and Eastern Europe,Belarus,Naftan,Novopolotsk,Reformer,60.0,,,needs coordinate validation
Toluene,Central and Eastern Europe,Czech Republic,DEZA,Valasske Mezirici,Coal,20.0,,,needs coordinate validation
Toluene,Central and Eastern Europe,Hungary,MOL Petrochemicals,Szazhalombatta,Reformer,110.0,,,needs coordinate validation
Toluene,Central and Eastern Europe,Poland,Petrochemia Blachownia,Kedzierzyn-Kozle,Coal,40.0,,,needs coordinate validation
Toluene,Central and Eastern Europe,Poland,PKN Orlen,Plock,Reformer,180.0,,,needs coordinate validation
Toluene,Central and Eastern Europe,Romania,Petrobrazi,Ploiesti,Reformer,30.0,,,needs coordinate validation
Toluene,Central and Eastern Europe,Serbia,NIS,Pancevo,Reformer,50.0,44.87,20.64,validated
Toluene,Central and Eastern Europe,Slovakia,Slovnaft,Bratislava,PyGas,6.0,48.15,17.11,validated
Toluene,Central and Eastern Europe,Slovakia,Slovnaft,Bratislava,Reformer,80.0,48.15,17.11,validated
Toluene,Central and Eastern Europe,Ukraine,Ukrtatnafta,Kremenchug,Reformer,80.0,49.07,33.42,validated
Toluene,Russia and Central Asia,Russia,EVRAZ ZSMK,Novokuznetsk,Coal,15.0,,,needs coordinate validation
Toluene,Russia and Central Asia,Russia,Gazprom Neft,Omsk,Reformer,80.0,,,needs coordinate validation
Toluene,Russia and Central Asia,Russia,Gazprom Neftekhim Salavat,Salavat,Reformer,46.0,,,needs coordinate validation
Toluene,Russia and Central Asia,Russia,Kirishinefteorgsintez,Kirishi,Reformer,55.0,,,needs coordinate validation
Toluene,Russia and Central Asia,Russia,Lukoil-Permnefteorgsintez,Perm,Reformer,60.0,,,needs coordinate validation
Toluene,Russia and Central Asia,Russia,Rosneft,Ryazan,Reformer,63.0,,,needs coordinate validation
Toluene,Russia and Central Asia,Russia,Slavneft,Yaroslavl,Reformer,45.0,,,needs coordinate validation
Toluene,Russia and Central Asia,Russia,Ufaneftekhim,Ufa,Reformer,40.0,,,needs coordinate validation
Toluene,Africa,South Africa,ArcelorMittal,Pretoria,Coal,3.0,,,needs coordinate validation
Toluene,Middle East,Iran,Bou Ali Sina Petrochemical,Bandar Imam,PyGas,12.0,30.44,49.08,validated
Toluene,Middle East,Iran,Bou Ali Sina Petrochemical,Bandar Imam,Reformer,141.0,30.44,49.08,validated
Toluene,Middle East,Iran,Esfahan Petrochemical,Esfahan,Reformer,81.0,,,needs coordinate validation
Toluene,Middle East,Iran,Nouri (Borzuyeh) Petrochemical,Assaluyeh,PyGas,30.0,27.48,52.61,validated
Toluene,Middle East,Iran,Nouri (Borzuyeh) Petrochemical,Assaluyeh,Reformer,398.0,27.48,52.61,validated
Toluene,Middle East,Iran,Pars Petrochemical,Assaluyeh,Reformer,14.0,27.48,52.61,validated
Toluene,Middle East,Iran,Bandar Imam Petrochemical,Bandar Imam,Reformer,250.0,30.44,49.08,validated
Toluene,Middle East,Iraq,Aradet,Bayji,Reformer,30.0,34.9292,43.4888,validated
Toluene,Middle East,Israel,Gadiv Petrochemical,Haifa,Reformer,195.0,,,needs coordinate validation
Toluene,Middle East,Saudi Arabia,Farabi Petrochemicals,Al Jubail,PyGas,2.0,27.0,49.66,validated
Toluene,Middle East,Saudi Arabia,SABIC,Yanbu,Reformer,100.0,24.09,38.06,validated
Toluene,Middle East,Saudi Arabia,Sadara,Al Jubail,PyGas,131.0,27.0,49.66,validated
Toluene,Middle East,Saudi Arabia,Safra,Yanbu,Reformer,160.0,24.09,38.06,validated
Toluene,Middle East,Saudi Arabia,SASREF,Al Jubail,Reformer,213.0,27.0,49.66,validated
Toluene,Middle East,Saudi Arabia,Saudi Aramco,Ras Tanura,Reformer,70.0,,,needs coordinate validation
Toluene,Middle East,Saudi Arabia,Yansab,Yanbu,Reformer,60.0,24.09,38.06,validated
Toluene,Middle East,Turkey,Erdemir,Eregli,Coal,1.0,,,needs coordinate validation
Toluene,Middle East,Turkey,Petkim,Aliaga,PyGas,34.0,,,needs coordinate validation
Toluene,Middle East,Turkey,Petkim,Aliaga,Reformer,63.0,,,needs coordinate validation
Toluene,South Asia,India,Bharat Petroleum,Kochi,Reformer,35.0,,,needs coordinate validation
Toluene,South Asia,India,Indian Oil Corporation,Koyali,Reformer,21.0,,,needs coordinate validation
Toluene,South Asia,India,Indian Oil Corporation,Bongaigaon,Reformer,20.0,,,needs coordinate validation
Toluene,South Asia,India,IPCL,Vadodara,Reformer,20.0,,,needs coordinate validation
Toluene,South Asia,India,ONGC Petro-additions,Dahej,PyGas,95.0,,,needs coordinate validation
Toluene,South Asia,India,Reliance,Hazira,PyGas,140.0,,,needs coordinate validation
Toluene,South Asia,India,Steel Authority of India,Bhilai,Coal,8.0,,,needs coordinate validation
Toluene,South Asia,India,Steel Authority of India,Durgapur,Coal,8.0,,,needs coordinate validation
Toluene,South Asia,India,Steel Authority of India,Rourkela,Coal,8.0,,,needs coordinate validation
Toluene,South Asia,Pakistan,National Refinery of Pakistan,Korangi,Reformer,11.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Baosteel,Baoshan,Coal,24.0,,,needs coordinate validation
Toluene,Northeast Asia,China,BASF-YPC,Nanjing,PyGas,120.0,,,needs coordinate validation
Toluene,Northeast Asia,China,CNOOC Oil & Petrochemicals,Huizhou,Reformer,250.0,,,needs coordinate validation
Toluene,Northeast Asia,China,CNOOC Shell Petrochemicals,Huizhou,PyGas,200.0,,,needs coordinate validation
Toluene,Northeast Asia,China,CNOOC Shell Petrochemicals,Huizhou,Reformer,350.0,,,needs coordinate validation
Toluene,Northeast Asia,China,CNOOC Taizhou Petrochemical,Taizhou,Reformer,175.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Dalian Fujia Dahua,Dalian,Reformer,320.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Dalian Petrochemical,Dalian,Reformer,450.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Dalian West Pacific Petrochemical,Dalian,Reformer,374.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Daqing Refining & Chemicals,Daqing,PyGas,200.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Dushanzi Petrochemical,Dushanzi,PyGas,220.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Fujian Refining & Petrochemical,Quanzhou,Reformer,240.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Fushun Petrochemical,Fushun,PyGas,100.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Fushun Petrochemical,Fushun,Reformer,60.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Huabei Petrochemical,Renqiu,PyGas,130.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Jilin Petrochemical,Jilin City,PyGas,75.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Jilin Petrochemical,Jilin City,Reformer,314.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Jinxi Petrochemical,Huludao,Coal,20.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Jinxi Petrochemical,Huludao,Reformer,180.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Jinzhou Petrochemical,Jinzhou,Reformer,28.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Kunming Refinery,Kunming,Reformer,250.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Lanzhou Petrochemical,Lanzhou,PyGas,75.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Lanzhou Petrochemical,Lanzhou,Reformer,110.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Liaoning Ansteel Coking,Anshan,Coal,26.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Liaoyang Petrochemical,Liaoyang,Reformer,350.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Panjin Ethylene,Panjin,PyGas,20.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Panjin Ethylene,Panjin,Reformer,155.0,,,needs coordinate validation
Toluene,Northeast Asia,China,PetroChina Sichuan,Chengdu,PyGas,120.0,,,needs coordinate validation
Toluene,Northeast Asia,China,PetroChina Sichuan,Chengdu,Reformer,200.0,,,needs coordinate validation
Toluene,Northeast Asia,China,PetroChina Taizhou,Taizhou,Reformer,450.0,,,needs coordinate validation
