product_code,product_name,section,page,record_type,requirement_scope,property,astm_method,minimum,maximum,note_ref,text,review_status
78,Military marine diesel,3.34,59,note,All / see section,,,,,,1. Interface may result in trace amounts of renewable and/or biodiesel in the product depending on delivery,Source text
78,Military marine diesel,3.34,59,note,All / see section,,,,,,location.,Source text
79,Distillate blendstock,3.35,60,context,All / see section,,,,,,3.35 SPECIFICATIONS FOR SEGREGATED DISTILLATE BLENDSTOCKS GRADE 79,Source text
79,Distillate blendstock,3.35,60,context,All / see section,,,,,,EPA Designation: None Required (Product is an unfinished blendstock),Source text
79,Distillate blendstock,3.35,60,context,All / see section,,,,,,Test Results,Source text
79,Distillate blendstock,3.35,60,context,All / see section,,,,,,ASTM Test,Source text
79,Distillate blendstock,3.35,60,specification,All / see section,Gravity API D4052,25,42,,,Gravity API D4052 25 42,Positionally extracted; verify complex/overprinted tables
79,Distillate blendstock,3.35,60,specification,All / see section,"Flash Point, oF",,,,,"Flash Point, oF",Positionally extracted; verify complex/overprinted tables
79,Distillate blendstock,3.35,60,specification,All / see section,Pensky-Martin D93,100,,,,Pensky-Martin D93 100,Positionally extracted; verify complex/overprinted tables
79,Distillate blendstock,3.35,60,specification,All / see section,Nace Corrosion TM0172,B+,(origin),,,Nace Corrosion TM0172 B+ (origin),Positionally extracted; verify complex/overprinted tables
79,Distillate blendstock,3.35,60,specification,All / see section,"Total Sulfur, ppmwt D7039",,10000,1,,"Total Sulfur, ppmwt D7039 10000 1",Positionally extracted; verify complex/overprinted tables
79,Distillate blendstock,3.35,60,specification,All / see section,Electrical,,,,,Electrical,Positionally extracted; verify complex/overprinted tables
79,Distillate blendstock,3.35,60,specification,All / see section,"Conductivity, pS/m @ 21°C(70°F) D2624",,250,,,"Conductivity, pS/m @ 21°C(70°F) D2624 250",Positionally extracted; verify complex/overprinted tables
79,Distillate blendstock,3.35,60,specification,All / see section,In order to allow for the proper placement,"of the batch in our sequence,",when,"nominating the batch, the",,"In order to allow for the proper placement of the batch in our sequence, when nominating the batch, the",Positionally extracted; verify complex/overprinted tables
79,Distillate blendstock,3.35,60,specification,All / see section,shipper must supply to the best of his knowledge,the following information:,,,,shipper must supply to the best of his knowledge the following information:,Positionally extracted; verify complex/overprinted tables
79,Distillate blendstock,3.35,60,specification,All / see section,Gravity,,,,,Gravity,Positionally extracted; verify complex/overprinted tables
79,Distillate blendstock,3.35,60,specification,All / see section,Flash,,,,,Flash,Positionally extracted; verify complex/overprinted tables
79,Distillate blendstock,3.35,60,specification,All / see section,Sulfur,,,,,Sulfur,Positionally extracted; verify complex/overprinted tables
79,Distillate blendstock,3.35,60,specification,All / see section,Any other product property that,does not meet our fungible,specifications,for 77 grade.,,Any other product property that does not meet our fungible specifications for 77 grade.,Positionally extracted; verify complex/overprinted tables
79,Distillate blendstock,3.35,60,specification,All / see section,The pre-shipment documentation with the,actual results must be,received before,shipment.,,The pre-shipment documentation with the actual results must be received before shipment.,Positionally extracted; verify complex/overprinted tables
79,Distillate blendstock,3.35,60,note,All / see section,,,,,,The pre-shipment documentation with the actual results must be received before shipment.,Source text
79,Distillate blendstock,3.35,60,note,All / see section,,,,,,1. Origin laboratory certifying sulfur content can qualify the test method used per EPA performance based testing,Source text
79,Distillate blendstock,3.35,60,note,All / see section,,,,,,criteria (See [W] 80.584 1090 Subpart D).,Source text
79,Distillate blendstock,3.35,60,note,All / see section,,,,,,2. Additive requirements/restrictions - refer to section 3.2.,Source text
79,Distillate blendstock,3.35,60,note,All / see section,,,,,,3. Colonial will accept test methods results that are listed in ASTM D396 for all tests. Test methods,Source text
79,Distillate blendstock,3.35,60,note,All / see section,,,,,,listed in the table above are considered referee methods by Colonial Pipeline. Referee methods apply for,Source text
79,Distillate blendstock,3.35,60,note,All / see section,,,,,,any dispute.,Source text
79,Distillate blendstock,3.35,60,note,All / see section,,,,,,4. Interface may result in trace amounts of renewable and/or biodiesel in the product depending on delivery,Source text
79,Distillate blendstock,3.35,60,note,All / see section,,,,,,location.,Source text
79,Distillate blendstock,3.35,60,note,All / see section,,,,,,Delivery test results may vary by the smaller of ASTM reproducibility for a given test,Source text
79,Distillate blendstock,3.35,60,note,All / see section,,,,,,or any test tolerance as allowed by state or EPA regulations at the point of delivery.,Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,3.36.1 SPECIFICATIONS FOR FUNGIBLE 500 ppm SULFUR LOCOMOTIVE MARINE DIESEL FUEL DYED BY,Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,CPC GRADE 80,Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,EPA Designation: LM 500 ppm sulfur diesel fuel,Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,ASTM Test Test Results,Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,PRODUCT PROPERTY Method Minimum Maximum Note,Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,Gravity API D4052 30,Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,"Flash Point, oF Pensky-Martin D93 130 Origin",Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,125.8 Delivery,Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,"Physical Distillation, °C(oF) D86 6",Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,50% Report,Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,90% 282(540) 338(640),Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,End Point 371 (700),Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,"or Simulated Distillation, °C(oF) D2887 6",Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,50% recovered Report,Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,90% recovered 300(572) 356(673),Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,End Point 421(790),Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,Color ASTM D6045 2.5 4,Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,Color Visual Undyed 3,Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,"Viscosity, cSt @ 40oC (104oF) D445 1.9 4.1",Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,Pour Point D97 2,Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,Cloud Point D2500 2,Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,"Corrosion, 3 hrs. @ 50oC (122oF) D130 1",Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,"Total Sulfur, ppmwt D5453 420 Origin 5",Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,500 Delivery,Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,Cetane Number D613 40,Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,Aromatics (Volume %) D1319 31.7,Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,or Aromatics by Cetane Index D976 40,Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,"Ash, wt.% D482 0.01",Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,Carbon Residue: Ramsbottom,Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,on 10% Bottom D524 0.35,Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,"BS&W, vol.% D2709",Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,or equivalent < 0.05,Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,"Thermal stability, 90 minutes",Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,"150oCPad rating,",Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,DuPont scale 7,Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,OR,Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,Thermal stability D6468,Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,Y/Green 73%,Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,W Unit 65%,Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,OR,Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,"Oxidation stability, mg/100 ml D2274 2.5",Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,Haze rating @ 25oC (77oF) D4176,Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,Procedure 2 2,Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,Nace Corrosion TM0172 B+ (Origin),Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,Electrical,Source text
80,Dyed 420 ppm LM diesel,3.36,61,context,All / see section,,,,,,"Conductivity, pS/m @ 21°C(70°F) D2624 250",Source text
80,Dyed 420 ppm LM diesel,3.36,62,context,All / see section,,,,,,3.36.2 SPECIFICATIONS FOR FUNGIBLE 500 ppm SULFUR LOCOMOTIVE MARINE DIESEL FUEL DYED BY,Source text
80,Dyed 420 ppm LM diesel,3.36,62,context,All / see section,,,,,,CPC GRADE 80,Source text
80,Dyed 420 ppm LM diesel,3.36,62,note,All / see section,,,,,,1. Additive requirements/restrictions - refer to section 3.2.,Source text
80,Dyed 420 ppm LM diesel,3.36,62,note,All / see section,,,,,,2. This schedule denotes the fluidity of the distillate at the time and place of origin.,Source text
80,Dyed 420 ppm LM diesel,3.36,62,note,All / see section,,,,,,Pour Point –August 1st through March 14th Maximum: -18oC (-0.4oF).,Source text
80,Dyed 420 ppm LM diesel,3.36,62,note,All / see section,,,,,,Pour Point – March 15th through July 31st Maximum: -12oC (10.4oF),Source text
80,Dyed 420 ppm LM diesel,3.36,62,note,All / see section,,,,,,Cloud Point – August 1st through March 14th Maximum: -9oC (15.8oF),Source text
80,Dyed 420 ppm LM diesel,3.36,62,note,All / see section,,,,,,Cloud Point – March 15th through July 31st Maximum: -7oC (19.4oF),Source text
80,Dyed 420 ppm LM diesel,3.36,62,note,All / see section,,,,,,3. Dye Requirement:,Source text
80,Dyed 420 ppm LM diesel,3.36,62,note,All / see section,,,,,,"Delivery: This product will be dyed by CPC to meet a minimum dye concentration, or spectral equivalence,",Source text
80,Dyed 420 ppm LM diesel,3.36,62,note,All / see section,,,,,,"of 3.9 pounds of Solid Red #26 per 1,000 barrels.",Source text
80,Dyed 420 ppm LM diesel,3.36,62,note,All / see section,,,,,,4. ASTM color measurement before addition of dye.,Source text
80,Dyed 420 ppm LM diesel,3.36,62,note,All / see section,,,,,,5. Origin laboratory certifying sulfur content can qualify the test method used per EPA performance based testing,Source text
80,Dyed 420 ppm LM diesel,3.36,62,note,All / see section,,,,,,criteria (See [W] 80.584 1090 Subpart D).,Source text
80,Dyed 420 ppm LM diesel,3.36,62,note,All / see section,,,,,,6. Either physical or simulated distillation can be used.,Source text
80,Dyed 420 ppm LM diesel,3.36,62,note,All / see section,,,,,,7. Interface may result in trace amounts of renewable and/or biodiesel in the product depending on delivery location.,Source text
80,Dyed 420 ppm LM diesel,3.36,62,note,All / see section,,,,,,8. Colonial will accept test methods results that are listed in ASTM D975 for all tests. Test methods listed in,Source text
80,Dyed 420 ppm LM diesel,3.36,62,note,All / see section,,,,,,the table above are considered referee methods by Colonial Pipeline. Referee methods apply for any dispute.,Source text
80,Dyed 420 ppm LM diesel,3.36,62,note,All / see section,,,,,,Delivery test results may vary by the smaller of ASTM reproducibility for a given test,Source text
80,Dyed 420 ppm LM diesel,3.36,62,note,All / see section,,,,,,or any test tolerance as allowed by state or EPA regulations at the point of delivery.,Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,3.37.1 SPECIFICATIONS FOR FUNGIBLE 15ppm SULFUR DIESEL FUEL DYED BY CPC CONTAINING UP TO 5%,Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,RENEWABLE HYDROTREATED DIESEL FUEL NONROAD GRADE 83,Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,"EPA Designation: MVNRLM, Motor vehicle diesel fuel, 15 ppm sulfur",Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,ASTM Test Test Results,Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,PRODUCT PROPERTY Method Minimum Maximum Note,Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,Renewable Fuel (volume %) 5,Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,Gravity API D4052 30,Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,"Flash Point, oF",Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,Pensky-Martin D93 130 Origin,Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,125.8 Delivery,Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,"Physical Distillation, °C(oF) D86 4",Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,50% Report,Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,90% 282(540) 338(640),Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,End Point 371 (700),Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,"or Simulated Distillation, °C(oF) D2887 4",Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,50% recovered Report,Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,90% recovered 300(572) 356(673),Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,End Point 421(790),Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,Color ASTM D6045 2.5,Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,Color Visual Undyed,Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,"Viscosity, cSt @ 40oC (104oF) D445 1.9 4.1",Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,Pour Point D97 2,Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,Cloud Point D2500 2,Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,"Corrosion, 3 hrs. @ 50oC (122oF) D130 1",Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,"Total Sulfur, ppmwt D5453 11 Origin 3",Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,14 Delivery,Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,Cetane Number D613 40,Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,Aromatics (Volume %) D1319 31.7,Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,or Aromatics by Cetane Index D976 40,Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,"Ash, wt.% D482 0.01",Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,Carbon Residue: Ramsbottom,Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,on 10% Bottom D524 0.35,Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,"BS&W, vol.% D2709",Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,or equivalent < 0.05,Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,"Thermal stability, 90 minutes",Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,"150oCPad rating,",Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,DuPont scale 7,Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,OR,Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,Thermal stability D6468,Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,Y/Green 73%,Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,W Unit 65%,Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,OR,Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,"Oxidation stability, mg/100 ml D2274 2.5",Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,Haze rating @ 25oC (77oF) D4176,Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,Procedure 2 2,Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,Nace Corrosion TM0172 B+ (Origin),Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,Electrical,Source text
83,Dyed 15 ppm diesel,3.37,63,context,All / see section,,,,,,"Conductivity, pS/m @ 21°C(70°F) D2624 250",Source text
83,Dyed 15 ppm diesel,3.37,64,context,All / see section,,,,,,3.37.2 SPECIFICATIONS FOR FUNGIBLE 15ppm SULFUR DIESEL FUEL DYED BY CPC CONTAINING UP TO 5%,Source text
83,Dyed 15 ppm diesel,3.37,64,context,All / see section,,,,,,RENEWABLE HYDROTREATED DIESEL FUEL NONROAD GRADE 83,Source text
83,Dyed 15 ppm diesel,3.37,64,context,All / see section,,,,,,"EPA Designation: MVNRLM, Motor vehicle diesel fuel, 15 ppm sulfur",Source text
83,Dyed 15 ppm diesel,3.37,64,note,All / see section,,,,,,Delivery: This product will be dyed by CPC to meet a minimum dye concentration,Source text
83,Dyed 15 ppm diesel,3.37,64,note,All / see section,,,,,,"or spectral equivalence of 3.9 pounds of Solid Red #26 per 1,000 barrels.",Source text
83,Dyed 15 ppm diesel,3.37,64,note,All / see section,,,,,,1. Additive requirements/restrictions - refer to section 3.2.,Source text
83,Dyed 15 ppm diesel,3.37,64,note,All / see section,,,,,,2. This schedule denotes the fluidity of the distillate at the time and place of origin.,Source text
83,Dyed 15 ppm diesel,3.37,64,note,All / see section,,,,,,Pour Point –August 1st through March 14th Maximum: -18oC (-0.4oF).,Source text
83,Dyed 15 ppm diesel,3.37,64,note,All / see section,,,,,,Pour Point – March 15th through July 31st Maximum: -12oC (10.4oF),Source text
83,Dyed 15 ppm diesel,3.37,64,note,All / see section,,,,,,Cloud Point – August 1st through March 14th Maximum: -9oC (15.8oF),Source text
83,Dyed 15 ppm diesel,3.37,64,note,All / see section,,,,,,Cloud Point – March 15th through July 31st Maximum: -7oC (19.4oF),Source text
83,Dyed 15 ppm diesel,3.37,64,note,All / see section,,,,,,3. Origin laboratory certifying sulfur content must qualify the test method used per,Source text
83,Dyed 15 ppm diesel,3.37,64,note,All / see section,,,,,,EPA performance based testing criteria (see CFR [W] 80.584 1090 Subpart D).,Source text
83,Dyed 15 ppm diesel,3.37,64,note,All / see section,,,,,,4. Either physical or simulated distillation can be used.,Source text
83,Dyed 15 ppm diesel,3.37,64,note,All / see section,,,,,,5. May contain up to 5% Renewable Diesel as defined in section 3.2.7,Source text
83,Dyed 15 ppm diesel,3.37,64,note,All / see section,,,,,,6. Colonial will accept test methods results that are listed in ASTM D975 for all tests. Test methods listed in,Source text
83,Dyed 15 ppm diesel,3.37,64,note,All / see section,,,,,,the table above are considered referee methods by Colonial Pipeline. Referee methods apply for any dispute.,Source text
83,Dyed 15 ppm diesel,3.37,64,note,All / see section,,,,,,"7. Deliveries of 83 grade on lines #17, 22, 24, and Greensboro local deliveries may contain up to 5% Bio-Diesel.",Source text
83,Dyed 15 ppm diesel,3.37,64,note,All / see section,,,,,,Delivery test results may vary by the smaller of ASTM reproducibility for a given test or any,Source text
83,Dyed 15 ppm diesel,3.37,64,note,All / see section,,,,,,test tolerance as allowed by state or EPA regulations at the point of delivery.,Source text
84,Dyed 500 ppm LM diesel,3.38,65,context,All / see section,,,,,,3.38 SPECIFICATIONS FOR SEGREGATED 500 ppm LOCOMOTIVE FUEL GRADE 84 DYED BY CPC,Source text
84,Dyed 500 ppm LM diesel,3.38,65,context,All / see section,,,,,,EPA Designation: LM 500 ppm sulfur diesel fuel,Source text
84,Dyed 500 ppm LM diesel,3.38,65,context,All / see section,,,,,,Test Results,Source text
84,Dyed 500 ppm LM diesel,3.38,65,context,All / see section,,,,,,ASTM Test,Source text
84,Dyed 500 ppm LM diesel,3.38,65,specification,All / see section,"Sulfur, ppmwt D5453",,500,1,,"Sulfur, ppmwt D5453 500 1",Positionally extracted; verify complex/overprinted tables
84,Dyed 500 ppm LM diesel,3.38,65,specification,All / see section,D6920,,,,,D6920,Positionally extracted; verify complex/overprinted tables
84,Dyed 500 ppm LM diesel,3.38,65,specification,All / see section,Flash Point oF D93,140,,,,Flash Point oF D93 140,Positionally extracted; verify complex/overprinted tables
84,Dyed 500 ppm LM diesel,3.38,65,specification,All / see section,Nace Corrosion TM0172,B+ (origin),,,,Nace Corrosion TM0172 B+ (origin),Positionally extracted; verify complex/overprinted tables
84,Dyed 500 ppm LM diesel,3.38,65,specification,All / see section,Electrical,,,,,Electrical,Positionally extracted; verify complex/overprinted tables
84,Dyed 500 ppm LM diesel,3.38,65,specification,All / see section,"Conductivity, pS/m @ 21°C(70°F) D2624",,250,,,"Conductivity, pS/m @ 21°C(70°F) D2624 250",Positionally extracted; verify complex/overprinted tables
84,Dyed 500 ppm LM diesel,3.38,65,specification,All / see section,Color,,Undyed,,,Color Undyed,Positionally extracted; verify complex/overprinted tables
84,Dyed 500 ppm LM diesel,3.38,65,specification,All / see section,In order to allow for the proper placement,"of the batch in our sequence,",when nominating,"the batch, the",,"In order to allow for the proper placement of the batch in our sequence, when nominating the batch, the",Positionally extracted; verify complex/overprinted tables
84,Dyed 500 ppm LM diesel,3.38,65,specification,All / see section,shipper must supply to the best of his knowledge,the following information:,,,,shipper must supply to the best of his knowledge the following information:,Positionally extracted; verify complex/overprinted tables
84,Dyed 500 ppm LM diesel,3.38,65,specification,All / see section,Gravity,,,,,Gravity,Positionally extracted; verify complex/overprinted tables
84,Dyed 500 ppm LM diesel,3.38,65,specification,All / see section,Flash,,,,,Flash,Positionally extracted; verify complex/overprinted tables
84,Dyed 500 ppm LM diesel,3.38,65,specification,All / see section,Any other product property,that does not meet our,fungible specifications,for 73 grade.,,Any other product property that does not meet our fungible specifications for 73 grade.,Positionally extracted; verify complex/overprinted tables
84,Dyed 500 ppm LM diesel,3.38,65,specification,All / see section,The pre-shipment documentation with the,actual results must be,received before,shipment.,,The pre-shipment documentation with the actual results must be received before shipment.,Positionally extracted; verify complex/overprinted tables
84,Dyed 500 ppm LM diesel,3.38,65,note,All / see section,,,,,,1. Origin laboratory certifying sulfur content can qualify the test method used per EPA performance based testing,Source text
84,Dyed 500 ppm LM diesel,3.38,65,note,All / see section,,,,,,criteria (See [W] 80.584 1090 Subpart D).,Source text
84,Dyed 500 ppm LM diesel,3.38,65,note,All / see section,,,,,,2. Additive requirements/restrictions - refer to section 3.2.,Source text
84,Dyed 500 ppm LM diesel,3.38,65,note,All / see section,,,,,,3. Interface may result in trace amounts of renewable and/or biodiesel in the product depending on delivery location.,Source text
84,Dyed 500 ppm LM diesel,3.38,65,note,All / see section,,,,,,4. Dye Requirement:,Source text
84,Dyed 500 ppm LM diesel,3.38,65,note,All / see section,,,,,,"Delivery: This product will be dyed by CPC to meet a minimum dye concentration, or spectral equivalence,",Source text
84,Dyed 500 ppm LM diesel,3.38,65,note,All / see section,,,,,,"of 3.9 pounds of Solid Red #26 per 1,000 barrels.",Source text
84,Dyed 500 ppm LM diesel,3.38,65,note,All / see section,,,,,,5. Colonial will accept test methods results that are listed in ASTM D396 for all tests. Test method listed in,Source text
84,Dyed 500 ppm LM diesel,3.38,65,note,All / see section,,,,,,the table above are considered referee methods by Colonial Pipeline. Referee methods apply for any dispute.,Source text
84,Dyed 500 ppm LM diesel,3.38,65,note,All / see section,,,,,,Delivery test results may vary by the smaller of ASTM reproducibility for a given test,Source text
84,Dyed 500 ppm LM diesel,3.38,65,note,All / see section,,,,,,or any test tolerance as allowed by state or EPA regulations at the point of delivery.,Source text
85,Dyed 420 ppm heating oil,3.39,66,context,All / see section,,,,,,3.39.1,Source text
85,Dyed 420 ppm heating oil,3.39,66,context,All / see section,,,,,,SPECIFICATIONS FOR FUNGIBLE 500 ppm SULFUR HEATING OIL GRADE 85 DYED BY CPC,Source text
85,Dyed 420 ppm heating oil,3.39,66,context,All / see section,,,,,,EPA Designation: Heating Oil,Source text
85,Dyed 420 ppm heating oil,3.39,66,context,All / see section,,,,,,ASTM Test Test Results,Source text
85,Dyed 420 ppm heating oil,3.39,66,context,All / see section,,,,,,PRODUCT PROPERTY Method Minimum Maximum Note,Source text
85,Dyed 420 ppm heating oil,3.39,66,context,All / see section,,,,,,Gravity API D4052 30,Source text
85,Dyed 420 ppm heating oil,3.39,66,context,All / see section,,,,,,"Flash Point, oF",Source text
85,Dyed 420 ppm heating oil,3.39,66,context,All / see section,,,,,,Pensky-Martin D93 124 Origin,Source text
85,Dyed 420 ppm heating oil,3.39,66,context,All / see section,,,,,,116 Delivery,Source text
85,Dyed 420 ppm heating oil,3.39,66,context,All / see section,,,,,,"Physical Distillation, °C(oF) D86 6",Source text
85,Dyed 420 ppm heating oil,3.39,66,context,All / see section,,,,,,50% Report,Source text
85,Dyed 420 ppm heating oil,3.39,66,context,All / see section,,,,,,90% 282(540) 338(640),Source text
85,Dyed 420 ppm heating oil,3.39,66,context,All / see section,,,,,,End Point 371 (700),Source text
85,Dyed 420 ppm heating oil,3.39,66,context,All / see section,,,,,,"or Simulated Distillation, °C(oF) D2887 6",Source text
85,Dyed 420 ppm heating oil,3.39,66,context,All / see section,,,,,,50% recovered Report,Source text
85,Dyed 420 ppm heating oil,3.39,66,context,All / see section,,,,,,90% recovered 300(572) 356(673),Source text
85,Dyed 420 ppm heating oil,3.39,66,context,All / see section,,,,,,End Point 421(790),Source text
85,Dyed 420 ppm heating oil,3.39,66,context,All / see section,,,,,,Color ASTM D6045 2.5 5,Source text
85,Dyed 420 ppm heating oil,3.39,66,context,All / see section,,,,,,Color Visual Undyed 3,Source text
85,Dyed 420 ppm heating oil,3.39,66,context,All / see section,,,,,,"Viscosity, cSt @ 40oC (104oF) D445 1.9 4.1",Source text
85,Dyed 420 ppm heating oil,3.39,66,context,All / see section,,,,,,Pour Point D97 2,Source text
85,Dyed 420 ppm heating oil,3.39,66,context,All / see section,,,,,,Cloud Point D2500 2,Source text
85,Dyed 420 ppm heating oil,3.39,66,context,All / see section,,,,,,"Corrosion, 3 hrs. @ 50oC (122oF) D130 1",Source text
85,Dyed 420 ppm heating oil,3.39,66,context,All / see section,,,,,,"Total Sulfur, ppmwt D5453 420 Origin",Source text
85,Dyed 420 ppm heating oil,3.39,66,context,All / see section,,,,,,500 Delivery,Source text
85,Dyed 420 ppm heating oil,3.39,66,context,All / see section,,,,,,Aromatics (Volume %) D1319 31.7,Source text
85,Dyed 420 ppm heating oil,3.39,66,context,All / see section,,,,,,or Aromatics by Cetane Index D976 40,Source text
85,Dyed 420 ppm heating oil,3.39,66,context,All / see section,,,,,,"Ash, wt.% D482 0.01",Source text
85,Dyed 420 ppm heating oil,3.39,66,context,All / see section,,,,,,Carbon Residue: Ramsbottom,Source text
85,Dyed 420 ppm heating oil,3.39,66,context,All / see section,,,,,,on 10% Bottom D524 0.35,Source text
