Region,Country,State/Province,Refiner,Refinery,Location,Date of Commissioning,CDU bpsd,VDU bpsd,Reformer bpsd,Isomerization bpsd,Alkylation bpsd,FCC bpsd,Coker bpsd,Hydrotreater bpsd
Africa,Angola,Cabinda Province,Sonangol/Gemcorp Capital,Cabinda,Cabinda,,,,,,,,,
Africa,Angola,Benguela Province,Sonangol,Lobito,Lobito,N/A,,,,,,,,
Africa,Angola,Luanda Province,Sonangol,Luanda,Luanda,1958,65000,2500,1900,,,,,6600
Africa,Angola,Luanda Province,Sonangol,Luanda (new),Luanda (new),N/A,,,,,,,,
Africa,Angola,Zaire Province,Sonangol,Soyo,Soyo,N/A,,,,,,,,
Africa,Cameroon,Southwest,Societe Nationale de Raffinage (SoNaRa),Cape Limboh Limbe,Cape Limboh Limbe,1981,,,,,,,,
Africa,Chad,N'Djamena,CNPC/SHT,"Djamaya, Ndjamena","Djamaya, Ndjamena",2011,20000,,,,,,,
Africa,Congo (Brazzaville),Pointe-Noire,Government,Fouta,Fouta,N/A,,,,,,,,
Africa,Congo (Brazzaville),Pointe-Noire,Coraf,Pointe-Noire,Pointe-Noire,1976,21000,8000,2000,,,,,3500
Africa,Equatorial Guinea,Bioko Norte,Government/Marathon Oil,"Punta Europa, Malabo","Punta Europa, Malabo",N/A,,,,,,,,
Africa,Gabon,Ogooué-Maritime,Ste. Gabonaise de Raffinage (Sogara),Port Gentil,Port Gentil,1967,23000,,2000,,,,,9430
Africa,Ghana,Accra,Tema Oil Refinery Co. Ltd. (TOR),Accra,Accra,1963,45000,,6500,,,14000,,
Africa,Ivory Coast,Abidjan,Societe Ivoirienne de Raffinage,Abidjan,Abidjan,1965,76000,23990,14000,,,,,27300
Africa,Ivory Coast,Abidjan,Societe Multinationale Bitume (SMB),Abidjan (SMB),Abidjan (SMB),2000,10500,5000,,,,,,
Africa,Kenya,Mombasa County - coast,Kenya Petroleum Refineries Ltd.,Mombasa,Mombasa,1963,,,,,,,,
Africa,Madagascar,,Solima,Galana,Galana,Closed,,,,,,,,
Africa,Niger,Zinder,Niger Petroleum / CNPC,Zinder,Zinder,2011,20000,,4000,,,,,10000
Africa,Nigeria,Bayelsa State,Azikel Petroleum,Bayelsa state,Bayelsa state,N/A,,,,,,,,
Africa,Nigeria,Imo,Waltersmith Refining & Petrochemical,Imo,Imo,2020,5000,,,,,,,
Africa,Nigeria,Kaduna State,NNPC,Kaduna,Kaduna,1980,,,,,,,,
Africa,Nigeria,Lagos State,Dangote Group,"Lekki, Lagos","Lekki, Lagos",2022,,,,,,,,
Africa,Nigeria,Niger Delta,Niger Delta Petroleum Resources,Niger Delta,Niger Delta,N/A,,,,,,,,
Africa,Nigeria,Edo state,AIPCC Energy,Ologbo (AIPCC),Ologbo (AIPCC),2020,36000,,,,,,,
Africa,Nigeria,Rivers State,NNPC,Port Harcourt,Port Harcourt,1965,,,,,,,,
Africa,Nigeria,Delta State,NNPC,Warri,Warri,1980,,,,,,,,
Africa,Senegal,Dakar,Ste. Middle East & Africaine de Raffinage (SAR),M'Bao (Dakar),M'Bao (Dakar),1963,35000,7160,2700,,,,,2700
Africa,South Africa,Western Cape,Astron Energy (Glencore),Cape Town,Cape Town,1965,,,,,,,,
Africa,South Africa,KwaZulu-Natal,Engen Petroleum,Durban (Engen),Durban (Engen),1954,,,,,,,,
Africa,South Africa,KwaZulu-Natal,Sapref (Shell-BP),Durban (Shell/BP),Durban (Shell/BP),1963,180000,70400,29000,,4000,35680,26800,100270
Africa,South Africa,Western Cape,PetroSA,Mossel Bay,Mossel Bay,1992,,,8200,6000,2400,,,23600
Africa,South Africa,KwaZulu-Natal,CEF/Saudi Aramco,Richards Bay,Richards Bay,N/A,,,,,,,,
Africa,South Africa,,Natref (Sasol-Total),Sasolburg,Sasolburg,1971,110000,34475,18000,3623,,25660,,24392
Africa,South Africa,Mpumalanga,Sasol,Secunda,Secunda,2000,,,,,,,,
Africa,South Sudan,Unity State,Nilepet/Safinat,Bentiu,Bentiu,2021,10000,,,,,,,
Africa,Sudan,Khartoum,CNPC,El Gily,El Gily,2000,,,3000,,,36000,44000,
Africa,Sudan,North Kurdufan,CNPC,El-Obeid,El-Obeid,2000,,,,,,,,
Africa,Sudan,Khartoum,Khartoum Oil Refinery (CNPC/Sudan Gov't),Khartoum (Al-Jaili),Khartoum (Al-Jaili),2000,100000,,,,,,,
Africa,Sudan,Red Sea State,CNPC,Port Sudan,Port Sudan,2000,,,,,,,,
Africa,Uganda,Western Uganda,Albertine Graben Refinery Consortium,Hoima,Hoima,2023+,,,,,,,,
Africa,Zambia,Copperbelt Province,Indeni Petroleum,"Bwana Nkubwa Area, Ndola","Bwana Nkubwa Area, Ndola",1973,24000,2280,5320,,,,,8550
Asia Pacific,Afghanistan,Balkh Province - north,Tofoil,Khairatan/Hairatan,Khairatan/Hairatan,2013,5000,,,,,,,
Asia Pacific,Australia,Victoria,ExxonMobil,Altona,Altona,1949,,,,,,,,
Asia Pacific,Australia,Queensland,BP,"Bulwer Island, Brisbane","Bulwer Island, Brisbane",1965,,,,,,,,
Asia Pacific,Australia,New South Wales,Shell,"Clyde, Sydney","Clyde, Sydney",1926,,,,,,,,
Asia Pacific,Australia,Victoria,Viva Energy (Vitol),Geelong,Geelong,1954,120000,9900,31000,8000,5000,40000,,113500
Asia Pacific,Australia,Western Australia,BP,Kwinana,Kwinana,1955,,,,,,,,
Asia Pacific,Australia,Queensland,Ampol,"Lytton, Brisbane","Lytton, Brisbane",1965,108600,,23239,,3621,36171,,73228
Asia Pacific,Bangladesh,Chittagong,Bangladesh Petroleum Corporation (BPC) - Eastern Refinery Ltd.,Chittagong,Chittagong,1968,33000,4000,1800,,,,,2000
Asia Pacific,Brunei,,Zhejiang Hengyi/Brunei government,Pulau Muara Besar,Pulau Muara Besar,2019,160000,,,26822,,43781,17808,72740
Asia Pacific,Brunei,Belait,Shell,Seria,Seria,1960,10000,,5700,,,,,
Asia Pacific,Cambodia,,Cambodian Petrochemical Co. Ltd. (CPC),Preah Sihanouk,Preah Sihanouk,N/A,,,,,,,,
Asia Pacific,China,Anhui,Sinopec,Anqing,Anqing,1977,180000,55000,44000,,8300,82000,30000,244350
Asia Pacific,China,Liaoning,Liaoning Huayou/Yutime Petrochemical,Anshan,Anshan,2000,130000,,,,,,,
Asia Pacific,China,Guangxi,Guangxi Beihai Taibang Energy,Beihai,Beihai,2000,24000,,,,,23000,,5000
Asia Pacific,China,Guangxi,Sinopec,Beihai (Sinopec),Beihai (Sinopec),2012,130000,,12000,,,34000,24000,64000
Asia Pacific,China,Shandong,Boxing Yongxin Chemical,Binzhou (Boxing Yongxin Chemical),Binzhou (Boxing Yongxin Chemical),2000,106000,,,,,36000,8000,71000
Asia Pacific,China,Shandong,CNOOC Bitumen (Binzhou),Binzhou (CNOOC),Binzhou (CNOOC),2000,60000,,,,,7000,20000,24000
Asia Pacific,China,Shandong,Chambroad Petrochemical (Jingbo) - Yiren Paper,Binzhou (Chambroad),Binzhou (Chambroad),2000,140000,70000,,,,50000,32000,67000
Asia Pacific,China,Shandong,Shandong Befar Binyang Fuel and Chemical/Gasification,Binzhou (Shandong Binyang),Binzhou (Shandong Binyang),2000,,,,,,,,
Asia Pacific,China,Shandong,Tianhong New Energy Chemical (Wanda Tianhong),Binzhou (Wanda Tianhong),Binzhou (Wanda Tianhong),2000,100000,100000,20000,,,37000,32000,56000
Asia Pacific,China,Shandong,Wudi Xinyue Chemical,Binzhou (Wudi Xinyue Chemical),Binzhou (Wudi Xinyue Chemical),2000,48000,,,,,12000,12000,9000
Asia Pacific,China,Shandong,Binzhou Jujiu Energy Science & Technology,Binzhou Jujiu Energy Science & Technology,Binzhou Jujiu Energy Science & Technology,N/A,,,,,,,,
Asia Pacific,China,Hebei,CNOOC Zhongjie,Cangzhou (CNOOC),Cangzhou (CNOOC),2000,100000,,,,,26000,,7000
Asia Pacific,China,Hebei,Hebei Dagang Petrochemical,Cangzhou (Dagang Petrochemical),Cangzhou (Dagang Petrochemical),2000,14000,,,,,6000,,
Asia Pacific,China,Hebei,Sinopec,Cangzhou (Sinopec),Cangzhou (Sinopec),1975,71000,,13000,,,24000,10000,16000
Asia Pacific,China,Hebei,Sinopec,Caofeidian (Sinopec),Caofeidian (Sinopec),Suspended,,,,,,,,
Asia Pacific,China,Hebei,Huatong Investment/Saudi Aramco/Sabic (called Mid-East Gulf Petrochemical),Caofeidian - Tangshan (Huatong/Saudi),Caofeidian - Tangshan (Huatong/Saudi),N/A,,,,,,,,
Asia Pacific,China,Hebei,Hebei Qianhai Petrochemical/Yihong Petrochemical,Caofeidian - Tangshan (Qianhai/Yihong),Caofeidian - Tangshan (Qianhai/Yihong),N/A,,,,,,,,
Asia Pacific,China,Hebei,Risun Petrochemical/Sinochem,Caofeidian - Tangshan (Risun),Caofeidian - Tangshan (Risun),2021+,,,,,,,,
Asia Pacific,China,Hebei,Hebei Xinhua United Petrochemical,Caofeidian - Tangshan (Xinhua),Caofeidian - Tangshan (Xinhua),N/A,,,,,,,,
Asia Pacific,China,Hebei/Fujian,Dalian Fujia Dahua,Caofeidian/Gulei,Caofeidian/Gulei,Proposed/Not approved,,,,,,,,
Asia Pacific,China,Jilin,Changchun Xinda Petrol Nong’an Petrochemical,Changchun,Changchun,2000,30000,,,,,,,10000
Asia Pacific,China,Hunan,Sinopec,"Changling, Yueyang","Changling, Yueyang",2000,160000,50000,29000,,,54150,,55000
Asia Pacific,China,Shaanxi,PetroChina,"Changqing, Xianyang","Changqing, Xianyang",2000,100000,44000,,,,16500,,
Asia Pacific,China,Liaoning,Hengli Petrochemical (Dalian),Changxing Island Industrial Development Zone,Changxing Island Industrial Development Zone,2019,400000,200000,234082,,8712,152000,,164932
Asia Pacific,China,Shandong,ChemChina,Changyi (ChemChina),Changyi (ChemChina),2000,130000,100000,24000,,7300,35000,18000,83000
Asia Pacific,China,Jiangsu,Jiangsu Jurong Petrochemical,Chenjiagang,Chenjiagang,2000,,,,,,20000,,
Asia Pacific,China,Chongqing,Chongqing Longhai Petrochemical,Chongqing,Chongqing,2017,20000,,,,,,,
Asia Pacific,China,Tianjin,PetroChina,Dagang,Dagang,2000,98000,45000,6000,,3700,32000,20000,19100
Asia Pacific,China,Liaoning,Dalian Jinyuan Petrochemical,Dalian,Dalian,2000,44000,,,,,,15000,
Asia Pacific,China,Liaoning,PetroChina,Dalian (PetroChina),Dalian (PetroChina),2000,410000,189775,58000,,10500,134000,,276700
Asia Pacific,China,Liaoning,Wepec (PetroChina),Dalian (Wepec),Dalian (Wepec),1990,200000,85500,14000,,2500,60000,,197700
Asia Pacific,China,Heilongjiang,Fushi Heilongjiang Daqing Lianyi Petrochemical,Daqing,Daqing,2000,,,,,,,,
Asia Pacific,China,Heilongjiang,Fushi Daqing Xinhua Asphalt,Daqing (Asphalt),Daqing (Asphalt),2000,4000,,,,,,,
Asia Pacific,China,Heilongjiang,ChemChina Daqing Zhonglan Petrochemical,Daqing (Zhonglan),Daqing (Zhonglan),2000,44000,,,,,8000,,7000
Asia Pacific,China,Heilongjiang,PetroChina,Daqing Petrochemical,Daqing Petrochemical,2000,190000,75000,40000,,7389,106035,44000,47829
Asia Pacific,China,Heilongjiang,PetroChina,Daqing Refining & Chemical,Daqing Refining & Chemical,2000,120000,72300,5000,,7300,66000,15000,35250
Asia Pacific,China,Shandong,Shandong Hengyuan Petrochemical,Dezhou (Hengyuan),Dezhou (Hengyuan),2000,70000,,,,,26000,16000,29000
Asia Pacific,China,Shandong,Qingyun Xinhe Chemical,Dezhou (Qingyun Xinhe),Dezhou (Qingyun Xinhe),2000,8000,,4000,,,,,
Asia Pacific,China,Guangdong,Guangzhou Jiasheng Bitumen,Dongguan,Dongguan,2000,,,,,,,12000,
Asia Pacific,China,Guangdong,Dongguan Chaojie Shiye,Dongguan Chaojie Shiye,Dongguan Chaojie Shiye,2000,12000,,,,,,,
Asia Pacific,China,Guangdong,Dongguan Haishun,Dongguan Haishun,Dongguan Haishun,2000,6000,,,,,,,
Asia Pacific,China,Guangdong,Dongguan Xinneng Fuel,Dongguan Xinneng Fuel,Dongguan Xinneng Fuel,2000,12000,,,,,,8000,
Asia Pacific,China,Guangdong,Dongguan Yelian Bitumen,Dongguan Yelian Bitumen,Dongguan Yelian Bitumen,2000,16000,,,,,,,
Asia Pacific,China,Shandong,Zhenghe Petrochemical (ChemChina),Dongying (ChemChina),Dongying (ChemChina),2000,110000,,24110,,,10000,24000,43000
Asia Pacific,China,Shandong,Shandong Lijin Petrochemical,Dongying (Lijin Petrochemical),Dongying (Lijin Petrochemical),2000,70000,70000,24110,,,39000,18000,37000
Asia Pacific,China,Shandong,Shandong Shtar Science and Technology Shenghua,Dongying (Shtar),Dongying (Shtar),2000,30000,,,,,,,
Asia Pacific,China,Shandong,Dongying Yatong Petrochemical,Dongying (Yatong),Dongying (Yatong),2000,70000,,28932,,,16000,30000,38000
Asia Pacific,China,Shandong,Shandong Dongfang Hualong,Dongying Dongfang Hualong,Dongying Dongfang Hualong,2000,60000,,28932,,,20000,17700,16000
Asia Pacific,China,Shandong,Shandong Fuyu Chemical,Dongying Fuyu Chemical,Dongying Fuyu Chemical,2000,44000,,,,,,,
Asia Pacific,China,Shandong,Shandong Haike Chemical,Dongying Haike Chemical,Dongying Haike Chemical,2000,44000,,,,,26000,16000,9000
Asia Pacific,China,Shandong,Dongying Haike Ruilin Chemical,Dongying Haike Ruilin Chemical,Dongying Haike Ruilin Chemical,2000,46000,,,,,,24000,34000
Asia Pacific,China,Shandong,Dongying Hualian Petrochemical,Dongying Hualian Petrochemical,Dongying Hualian Petrochemical,2000,80000,,4000,,,52000,16000,26000
Asia Pacific,China,Shandong,Guangrao Kelida Petrochemical,Dongying Kelida Petrochemical,Dongying Kelida Petrochemical,2000,44000,,,,,,,
Asia Pacific,China,Shandong,Shandong Kenli Petrochemical,Dongying Kenli Refinery,Dongying Kenli Refinery,2000,60000,,36932,,,48000,16000,19000
Asia Pacific,China,Shandong,Shandong Lijin Senghua Chemical,Dongying Lijin Senghua Chemical,Dongying Lijin Senghua Chemical,2000,4000,,,,,10000,,
Asia Pacific,China,Shandong,Shandong Wantong Petrochemical,Dongying Liyuan,Dongying Liyuan,2000,46000,,28000,,,12000,24000,28000
Asia Pacific,China,Shandong,Dongying Mingyuan Chemical,Dongying Mingyuan Chemical,Dongying Mingyuan Chemical,2000,2000,,,,,,,2000
Asia Pacific,China,Shandong,Shandong Qicheng Petrochemical,Dongying Qicheng Petrochemical,Dongying Qicheng Petrochemical,2000,16000,,28932,,9800,,8000,17000
Asia Pacific,China,Shandong,Dongying Qirun Chemical,Dongying Qirun Chemical,Dongying Qirun Chemical,2000,44000,,28932,,,12000,,
Asia Pacific,China,Shandong,Shandong Shangneng,Dongying Shangneng,Dongying Shangneng,2000,60000,,,,,,,
Asia Pacific,China,Shandong,Shandong Shenchi Chemical,Dongying Shenchi Chemical,Dongying Shenchi Chemical,2000,52000,,29000,,,6000,24000,26000
Asia Pacific,China,Shandong,Shandong Shengkai Petrochemical,Dongying Shengkai Petrochemical,Dongying Shengkai Petrochemical,2000,6000,,39000,,,,,
Asia Pacific,China,Shandong,Shandong Shengxing Chemical,Dongying Shengxing Chemical,Dongying Shengxing Chemical,2000,44000,,28932,,,,,
Asia Pacific,China,Shandong,Dongying United Petrochemical,Dongying United Petrochemical,Dongying United Petrochemical,2000,6000,,,,,,2000,
Asia Pacific,China,Shandong,Shandong Yikun Chemical,Dongying Yikun Chemical,Dongying Yikun Chemical,2000,6000,,,,,,2000,
Asia Pacific,China,Shandong,Dongying Yisheng Petrochemical,Dongying Yisheng Petrochemical,Dongying Yisheng Petrochemical,2000,3000,,2000,,,,,
Asia Pacific,China,Shandong,Shandong Longyuan Petrochemical,Dongyingongyuan Petrochemical,Dongyingongyuan Petrochemical,2000,10000,,,,,,,
Asia Pacific,China,Xinjiang,PetroChina,Dushanzi,Dushanzi,2009,320000,50000,58219,,,48000,36000,102500
Asia Pacific,China,Henan,Henan Beili Petrochemical,Fan,Fan,2000,6000,,,,,4000,,
Asia Pacific,China,Guangxi,Guangda Petrochemical,Fangcheng Guangda,Fangcheng Guangda,2020?,,,,,,,,
Asia Pacific,China,Guangdong,Foshan Hengxing Oil,Foshan,Foshan,2000,12000,,,,,,,
Asia Pacific,China,Guangdong,Foshan Ruifeng,Foshan,Foshan,2000,16000,,,,,,10000,
Asia Pacific,China,Guangdong,Foshan Sanshui Futeng Bitumen,Foshan,Foshan,2000,16000,,,,,,,
Asia Pacific,China,Guangdong,Foshan Sanshui Haishengda,Foshan,Foshan,2000,12000,,,,,,,
Asia Pacific,China,Guangdong,Foshan Sanshui Longchi Petrochemical,Foshan,Foshan,2000,16000,,,,,,,
Asia Pacific,China,Guangdong,Foshan Sanshui Santai Modified Bitumen,Foshan,Foshan,2000,6000,,,,,,,
Asia Pacific,China,Guangdong,Foshan Sanshui Yihao Bitumen,Foshan,Foshan,2000,16000,,,,,,,
Asia Pacific,China,Guangdong,PetroChina Gaofu,Foshan,Foshan,2000,26000,,,,,,,
Asia Pacific,China,Liaoning,PetroChina,Fushun,Fushun,1928,230000,141495,23000,2000,3000,105000,72000,94200
Asia Pacific,China,Guangdong,Dayuewan (Zhuhai) Petrochemical,Gaolan Port Economic Zone,Gaolan Port Economic Zone,N/A,,,,,,,,
Asia Pacific,China,Shanghai,Sinopec,"Gaoqiao, Shanghai","Gaoqiao, Shanghai",1945,260000,98550,17000,,1000,62000,48000,44850
Asia Pacific,China,Qinghai,PetroChina,Golmud,Golmud,2000,20000,,5500,,1200,18000,,30000
Asia Pacific,China,Guangxi,PetroChina,Guangxi (Tiandong),Guangxi (Tiandong),2000,20000,,,,,,,
Asia Pacific,China,Guangdong,Guangzhou Huahong Products,Guangzhou,Guangzhou,2000,12000,,,,,,,
Asia Pacific,China,Guangdong,Guangzhou Panyu Panlong Petrochemical,Guangzhou,Guangzhou,2000,12000,,,,,,,
Asia Pacific,China,Guangdong,Guangzhou Ruitian Oil,Guangzhou,Guangzhou,2000,4000,,,,,,,
Asia Pacific,China,Guangdong,Sinopec,Guangzhou,Guangzhou,2000,314000,69300,28000,,1000,63000,32000,176000
Asia Pacific,China,Fujian,Fuhaichuang Petrochemical (Dragon Aromatics),Gulei,Gulei,2000,,,,,,,,20000
Asia Pacific,China,Zhejiang,Sinopec,Hangzhou,Hangzhou,2000,16000,,,,,,,
Asia Pacific,China,Heilongjiang,PetroChina,Harbin,Harbin,2000,100000,45000,17000,,3700,47000,1000,21700
Asia Pacific,China,Hebei,Syntone Chemical,Hebei Syntone,Hebei Syntone,2017,,,19288,,,,,
Asia Pacific,China,Hebei,Hebei Jinrui Petrochemical,Hejian,Hejian,2000,4000,,,,,,,
Asia Pacific,China,Hebei,Hejian Tongda Petrochemical,Hejian,Hejian,2000,2000,,,,,,,
Asia Pacific,China,Henan,Sinopec,Henan (Nanyang),Henan (Nanyang),2000,12000,,,,,,,
Asia Pacific,China,Henan,Henan Fengli Petrochemical/New Material,Henan Fengli,Henan Fengli,2000,52000,,,,,,,
Asia Pacific,China,Guangdong,Yingchang Bitumen,Heshan,Heshan,2000,16000,,,,,,,
Asia Pacific,China,Shandong,Yuhuang Shengshi Chemical,Heze (Yuhuang Shengshi),Heze (Yuhuang Shengshi),2007,,,,,,,,
Asia Pacific,China,Shandong,Shandong Dongming Petrochemical (SDP/PetroChina),Heze Dongming (SDP/PetroChina),Heze Dongming (SDP/PetroChina),2000,150000,,20000,,,20000,20000,91000
Asia Pacific,China,Shandong,Shandong Hi-Speed,Hi-Speed Yangpu,Hi-Speed Yangpu,N/A,,,,,,,,
Asia Pacific,China,Inner Mongolia,PetroChina,Hohhot,Hohhot,2000,100000,,2000,,,56000,,4278
Asia Pacific,China,Hebei,PetroChina,"Huabei, Renqiu","Huabei, Renqiu",2000,200000,,90699,,7300,158164,,260192
Asia Pacific,China,Jiangsu,Jiangsu Huaian Farun Chemical,Huaian,Huaian,2000,20000,,,,,,24000,
Asia Pacific,China,Hebei,Mingxin Highway Material,Huanghua,Huanghua,2000,30000,,,,,10000,20000,
Asia Pacific,China,Hebei,Hebei Xinhai Petrochemical,Huanghua (Xinhai),Huanghua (Xinhai),2000,120000,,36000,,,16000,20000,16000
Asia Pacific,China,Shandong,ChemChina,Huaxing (ChemChina),Huaxing (ChemChina),2000,150000,,24110,,,34000,32000,49000
Asia Pacific,China,Guangdong,CNOOC,Huizhou,Huizhou,2009,440000,220000,67000,,,24000,122919,364056
Asia Pacific,China,Inner Mongolia,Inner Mongolia Ulan Qab Zhongju,Inner Mongolia,Inner Mongolia,2000,,,,,,,,
Asia Pacific,China,Guangdong,Jiangmen Haosheng Modified Bitumen,Jiangmen,Jiangmen,2000,6000,,,,,,,
Asia Pacific,China,Jiangsu,Sinopec,Jiangsu Taizhou (Lingguang),Jiangsu Taizhou (Lingguang),2000,10000,,,,,,,
Asia Pacific,China,Jiangsu,Jiangyin Alpha Bitumen,Jiangyin,Jiangyin,2000,28000,,,,,,,
Asia Pacific,China,Guangdong,PetroChina,Jieyang,Jieyang,2022,,,,,,,,
Asia Pacific,China,Jilin,PetroChina,Jilin Petrochemical,Jilin Petrochemical,1957,200000,75315,20000,,8500,35000,20000,93200
Asia Pacific,China,Shandong,ChemChina Jinan Changcheng (1),Jinan,Jinan,2000,6000,,,,,4000,,
Asia Pacific,China,Shandong,ChemChina Jinan Petrochemical (2),Jinan,Jinan,2000,6000,,,,,24000,20000,25000
Asia Pacific,China,Shandong,Sinopec,Jinan (Sinopec),Jinan (Sinopec),2000,160000,,,,,,10000,9000
Asia Pacific,China,Shaanxi,Shaanxi Yanchang Petroleum,"Jingbian, Yulin (Yanchang Petroleum)","Jingbian, Yulin (Yanchang Petroleum)",2000,144000,,9000,,,48000,,66793
Asia Pacific,China,Hubei,Sinopec,Jingmen,Jingmen,2000,112000,50000,3000,,4900,32000,24000,23000
Asia Pacific,China,Jiangsu,Sinopec,"Jinling, Nanjing","Jinling, Nanjing",1965,378000,162000,81000,,1000,44000,48000,239850
Asia Pacific,China,Liaoning,PetroChina,Jinxi,Jinxi,2000,130000,59220,52000,,,60000,30000,140250
Asia Pacific,China,Liaoning,PetroChina,Jinzhou,Jinzhou,2000,180000,57375,16000,,6100,79000,40000,83312
Asia Pacific,China,Hubei,Hubei Jin’ao Science and Technology Chemical,Jin’ao,Jin’ao,2000,6000,,,,,38000,20000,
Asia Pacific,China,Jiangxi,Sinopec,Jiujiang,Jiujiang,1980,200000,45625,27000,,7300,47000,20000,167150
Asia Pacific,China,Xinjiang,PetroChina,Karamay,Karamay,1959,100000,,6000,,,16000,36000,9000
Asia Pacific,China,Shandong,Kinshi Bitumen,Kinshi Bitumen (aka Jinshi?),Kinshi Bitumen (aka Jinshi?),2000,,,,,,,,
Asia Pacific,China,Xinjiang,Baota Petrochemical,Kuishan,Kuishan,2000,,,,,,,,
Asia Pacific,China,Yunnan,PetroChina,"Kunming, Anning","Kunming, Anning",2017,260000,100000,48000,,,58000,24000,170000
Asia Pacific,China,Gansu,PetroChina,Lanzhou,Lanzhou,2000,320000,125000,19600,,5900,88000,24000,107600
Asia Pacific,China,Jiangsu,Jiangsu Xinhai Petrochemical,Lianyungang,Lianyungang,2000,60000,,24110,,,24000,20000,39000
Asia Pacific,China,Jiangsu,Shenghong Petrochemical,Lianyungang (Shenghong),Lianyungang (Shenghong),2021,320000,160000,156055,,10700,,35616,257411
Asia Pacific,China,Shandong,Shandong Huaxiang Petrochemical,Liaocheng,Liaocheng,2000,48000,,,,,6000,24000,24000
Asia Pacific,China,Liaoning,PetroChina,"Liaohe, Panjin","Liaohe, Panjin",2000,100000,35055,,,,17000,20000,5000
Asia Pacific,China,Liaoning,Liaoning Bora Holdings Mudanjiang Shoukong,Liaoning,Liaoning,2000,7000,,,,,,8000,
Asia Pacific,China,Liaoning,PetroChina,Liaoyang,Liaoyang,2000,200000,72000,79000,,3900,64986,30685,137822
Asia Pacific,China,Shandong,Lijin Guangyuan Bitumen,Lijin Guangyuan Bitumen,Lijin Guangyuan Bitumen,2000,3000,,,,,6000,,
Asia Pacific,China,Ningxia,Ningxia Baota Chemical,Lingwu,Lingwu,2000,45000,,,,,8000,,
Asia Pacific,China,Ningxia,Ningxia Yinchuan Baota Fine Chemical,Lingwu,Lingwu,2000,45000,,2000,,,16000,,
Asia Pacific,China,Ningxia,Ningxia Baota Lingzhou Petrochemical,Lingzhou,Lingzhou,2000,30000,,,,,12000,,
Asia Pacific,China,Shandong,Junan Guangyuanfa Lubricant,Linyi (Junan Guangyuanfa),Linyi (Junan Guangyuanfa),2000,86000,,,,,14000,20000,34000
Asia Pacific,China,Shandong,Shandong Lanhai Petrochemical,Linyi (Shandong Lanhai),Linyi (Shandong Lanhai),2000,,,,,,,20000,16000
Asia Pacific,China,Shandong,Qingyuan Petrochemical,Linzi-Zibo (Qingyuan),Linzi-Zibo (Qingyuan),2000,104000,,,,,2000,25000,6000
Asia Pacific,China,Xinjiang,Xinjiang Bazhou Tianyuan Chemical,Luntai,Luntai,2000,36000,,,,,,,
Asia Pacific,China,Henan,Sinopec,Luoyang,Luoyang,1984,200000,49500,43000,,7808,103000,28000,137400
Asia Pacific,China,Guangdong,Sinopec,Maoming,Maoming,1955,470000,200151,100000,,2000,104000,42000,286300
Asia Pacific,China,Guangxi,Guangxi Nanbuwan Petrochemical,Nanbuwan,Nanbuwan,2000,24000,,,,,,,4000
Asia Pacific,China,Sichuan,PetroChina,Nanchong,Nanchong,2000,16000,,4000,,,7000,,4500
Asia Pacific,China,Hebei,Cangzhou Xinquan Coking,Nandagang,Nandagang,2000,30000,,,,,32000,10000,
Asia Pacific,China,Jiangsu,Nantong Huada Petrochemical,Nantong,Nantong,2000,30000,,,,,,,
Asia Pacific,China,Zhejiang,CNOOC Ningbo Daxie Petrochemical,Ningbo Daxie,Ningbo Daxie,2000,160000,,36164,,,,48000,76000
Asia Pacific,China,Ningxia,CNPC (PetroChina),Ningxia Dayuan (Yinchuan),Ningxia Dayuan (Yinchuan),2000,100000,,15390,,3900,61500,,55629
Asia Pacific,China,Liaoning,Liaoning Panjin,Panjin,Panjin,2000,6000,,,,,3000,,
Asia Pacific,China,Liaoning,Liaoning Panjin Liaohe Oil Field Huangjindai,Panjin,Panjin,2000,,,,,,,,
Asia Pacific,China,Liaoning,Panjin Dawa Petrochemical,Panjin,Panjin,2000,4000,,,,,,,
Asia Pacific,China,Liaoning,Panjin Dongfang Asphalt,Panjin,Panjin,2000,4000,,,,,,,
Asia Pacific,China,Liaoning,Panjin Dongwang Asphalt,Panjin,Panjin,2000,3000,,,,,,,
Asia Pacific,China,Liaoning,Panjin Hongye Panjin Taipinghe Asphalt,Panjin,Panjin,2000,3000,,,,,,,
Asia Pacific,China,Liaoning,Panjin Huanxiling Asphalt,Panjin,Panjin,2000,,,,,,,,
Asia Pacific,China,Liaoning,Panjin Liaotong Petrochemical,Panjin,Panjin,2000,8000,,,,,1000,,
Asia Pacific,China,Liaoning,Panjin Xingda Asphalt,Panjin,Panjin,2000,,,,,,,,
Asia Pacific,China,Liaoning,Panjin Zhaolong Petrochemical,Panjin,Panjin,2000,,,,,,,,
Asia Pacific,China,Liaoning,Zhejiang Baoying Liaoning Hualute Asphalt,Panjin,Panjin,2000,,,,,,,,
Asia Pacific,China,Liaoning,China North Industries (Norinco) - Huajin Petrochemical,Panjin (Huajin),Panjin (Huajin),2000,120000,,10000,,,,24000,40000
Asia Pacific,China,Liaoning,China North Industries (Norinco) - North Asphalt,Panjin (North Asphalt),Panjin (North Asphalt),2000,40000,,,,,,20000,6000
