Region,Country,State/Province,Refiner,Refinery,Location,Date of Commissioning,CDU bpsd,VDU bpsd,Reformer bpsd,Isomerization bpsd,Alkylation bpsd,FCC bpsd,Coker bpsd,Hydrotreater bpsd
Middle East,Iran,Hormozgan Province,National Iranian Oil Co.,Lavan Island,Lavan Island,2000,60000,,6200,,,,,7000
Middle East,Iran,Hormozgan Province,National Iranian Oil Co.,"Persian Gulf Star Condensate, Bandar Abbas","Persian Gulf Star Condensate, Bandar Abbas",2017,,,180000,120000,,,,580000
Middle East,Iran,Fars Province,National Iranian Oil Co.,Shiraz,Shiraz,1973,58000,18400,6200,,,,,10000
Middle East,Iran,,Siraf Refineries Infrastructure (SRIC),Siraf (Assaluyeh),Siraf (Assaluyeh),2022?,,,,,,,,
Middle East,Iran,East Azerbaijan Province,National Iranian Oil Co.,Tabriz,Tabriz,1977,110000,50000,11200,,,,,24300
Middle East,Iran,Tehran Province,National Iranian Oil Co.,Tehran,Tehran,1969,250000,120000,27300,18000,,,,27260
Middle East,Iraq,Maysan/Misan,South Refineries Co. (Missan Oil Company),Amara/Missan,Amara/Missan,2000,30000,,3000,,,,,9000
Middle East,Iraq,Salahuddin,North Refineries Co.,Baiji,Baiji,1982,140000,,20000,10000,,,,20000
Middle East,Iraq,Basrah,South Refineries Co.,Basrah,Basrah,1974,280000,20000,16000,11000,,,,70000
Middle East,Iraq,Sulaymaniyah (Kurdistan),Qaiwan Group/WZA Petroleum,Bazian,Bazian,2000,40000,,,2500,,,,8000
Middle East,Iraq,Baghdad,Midland Refineries Co.,Daura,Daura,1955,140000,20000,30000,10000,,,,31000
Middle East,Iraq,Anbar,North Refineries Co.,Haditha,Haditha,2000,16000,,,,,,,
Middle East,Iraq,Erbil (Kurdistan),Kar Group,Kalak (Erbil),Kalak (Erbil),2009,100000,,6000,2500,,,,9000
Middle East,Iraq,Erbil (Kurdistan),Kar Group,Kar 3 (Kalak),Kar 3 (Kalak),2000,60000,,,,,,,
Middle East,Iraq,Karbala,Iraq Oil Projects Co,Karbala,Karbala,N/A,,,,,,,,
Middle East,Iraq,Diyala,Oil Refineries Administration,Khanaqin/Alwand,Khanaqin/Alwand,2000,12000,,,,,,,
Middle East,Iraq,Kirkuk,North Refineries Co.,Kirkuk,Kirkuk,2000,40000,,6000,,,,,8500
Middle East,Iraq,Nineveh,North Refineries Co.,Kisik/Kasak (Mosul),Kisik/Kasak (Mosul),2000,10000,,,,,,,
Middle East,Iraq,,Oil Refineries Administration,Mufthia,Mufthia,2000,4500,,,,,,,
Middle East,Iraq,Najaf,Midland Refineries Co.,Najaf,Najaf,2000,30000,,,,,,,9000
Middle East,Iraq,Dhi Qar,South Refineries Co.,Nasiriya,Nasiriya,2000,30000,,4000,,,,,6000
Middle East,Iraq,Nineveh,North Refineries Co.,Qayara (Mosul),Qayara (Mosul),1995,16000,,6000,,,,,9000
Middle East,Iraq,Muthanna,Midland Refineries Co.,Samawah,Samawah,1977,30000,,,,,,,
Middle East,Iraq,Salahuddin,North Refineries Co.,Siniya/Sininya,Siniya/Sininya,2000,20000,,,,,,,
Middle East,Kuwait,,Kuwait National Petroleum Co.,Al-Zour,Al-Zour,2021,,,,,,,,
Middle East,Kuwait,Ahmadi Governorate - south,Kuwait National Petroleum Co.,Mina Abdullah,Mina Abdullah,1958,454000,142500,18000,,,,72000,423600
Middle East,Kuwait,Ahmadi Governorate - south,Kuwait National Petroleum Co.,Mina al-Ahmadi,Mina al-Ahmadi,1949,346000,134000,35000,30000,7616,40000,37000,445780
Middle East,Kuwait,Ahmadi Governorate - south,Kuwait National Petroleum Co.,Shuaiba,Shuaiba,1968,,,,,,,,
Middle East,Oman,Al Wusta Governate,OOC/KPI,Duqm,Duqm,2023,,,,,,,,
Middle East,Oman,Liwa Province,Orpic,Liwa plastics complex,Liwa plastics complex,2020,,,,,,,,
Middle East,Oman,Northeast coast,Orpic,Mina Al Fahal (Muscat),Mina Al Fahal (Muscat),1982,106000,,16000,8000,,,,31000
Middle East,Oman,Northeast coast,Orpic,Sohar,Sohar,2006,198400,97000,,16000,,71000,40000,55000
Middle East,Oman,Northeast coast,Aromatics Oman,Sohar (Aromatics Oman),Sohar (Aromatics Oman),2007,,,36000,,7000,,,36000
Middle East,Qatar,Ras Laffan,Oryx GTL (Sasol & QP),Ras Laffan (Oryx),Ras Laffan (Oryx),2007,,,,,,,,
Middle East,Qatar,Ras Laffan,Pearl GTL (Shell),Ras Laffan (Pearl GTL),Ras Laffan (Pearl GTL),2011,,,,,,,,
Middle East,Qatar,Ras Laffan,Qatargas (QP / ExxonMobil / Total / Idemitsu / Cosmo / Mitsui / Marubeni),Ras Laffan (Qatargas),Ras Laffan (Qatargas),2009,,,,,,,,314000
Middle East,Qatar,Mesaieed,Qatar Petroleum,Umm Said/ Mesaieed,Umm Said/ Mesaieed,1958,80000,,29400,25000,,28000,,39350
Middle East,Saudi Arabia,Makkah/Mecca Province,Saudi Aramco,Jeddah,Jeddah,1967,,,,,,,,
Middle East,Saudi Arabia,Jizan Province,Saudi Aramco,Jizan,Jizan,2021,400000,200000,50000,10000,,156000,,135000
Middle East,Saudi Arabia,Eastern Province,Sasref (Saudi Aramco),Jubail (Sasref),Jubail (Sasref),1986,305000,82200,18800,,8000,,,202400
Middle East,Saudi Arabia,Eastern Province,Satorp (Saudi Aramco/Total),Jubail (Satorp),Jubail (Satorp),,480000,200000,31000,20000,,31000,90000,230000
Middle East,Saudi Arabia,Makkah/Mecca Province,PetroRabigh (Saudi Aramco/Sumitomo),Rabigh,Rabigh,1990,400000,210000,,14000,23000,92000,,167000
Middle East,Saudi Arabia,Eastern Province,Saudi Aramco,Ras Al Khafji (Neutral Zone),Ras Al Khafji (Neutral Zone),1960,,,,,,,,
Middle East,Saudi Arabia,Eastern Province,Saudi Aramco,Ras Tanura,Ras Tanura,1986,325000,135000,197000,,,,,159000
Middle East,Saudi Arabia,Riyadh Province,Saudi Aramco,Riyadh,Riyadh,1981,126000,52350,35660,10000,,,,118160
Middle East,Saudi Arabia,Al-Madinah Province,Saudi Aramco,Yanbu (Aramco),Yanbu (Aramco),1983,243000,14000,75000,15000,,,,152000
Middle East,Saudi Arabia,Al-Madinah Province,Samref (Saudi Aramco/ExxonMobil),Yanbu (Samref),Yanbu (Samref),1984,400000,142400,46700,33000,23500,96000,,266900
Middle East,Saudi Arabia,Al-Madinah Province,Yasref (Saudi Aramco/Sinopec),Yanbu (Yasref),Yanbu (Yasref),2015,400000,200000,84000,20000,,,117000,262000
Middle East,Saudi Arabia,Al-Madinah Province,Saudi Aramco/Sabic,Yanbu crude-to-chemicals project,Yanbu crude-to-chemicals project,2025-26,,,,,,,,
Middle East,United Arab Emirates,Fujairah,BPGIC/Sahara Energy,Fujairah (BPGIC),Fujairah (BPGIC),N/A,,,,,,,,
Middle East,United Arab Emirates,Fujairah,Ecomar,Fujairah (Ecomar),Fujairah (Ecomar),2020,15000,,,,,,,
Middle East,United Arab Emirates,Fujairah,IPIC,Fujairah (IPIC),Fujairah (IPIC),N/A,,,,,,,,
Middle East,United Arab Emirates,Fujairah,Uniper,Fujairah (Uniper),Fujairah (Uniper),2017,67000,,,,,,,
Middle East,United Arab Emirates,Fujairah,Fujairah Refinery Co. (Vitol),Fujairah (Vitol),Fujairah (Vitol),1995,80000,17000,,,,,,
Middle East,United Arab Emirates,Sharjah,Sharjah Oil Refining Co. Ltd. (SORC),Hamriyah,Hamriyah,1999,71250,19190,11875,,1140,15200,,29640
Middle East,United Arab Emirates,Dubai,Emirates National Oil Co. (Enoc),Jebel Ali,Jebel Ali,1999,,,36000,,,,,70000
Middle East,United Arab Emirates,Abu Dhabi,Takreer/Adnoc,Ruwais,Ruwais,1982,817000,246000,19150,42000,,146150,30000,420980
Middle East,United Arab Emirates,Abu Dhabi,Takreer/Adnoc,Umm Al-Narr,Umm Al-Narr,1976,85000,,12600,,,,,40500
Middle East,Yemen,Aden,Aden Refinery Co.,Little Aden,Little Aden,1954,150000,10500,12000,,,,,
Middle East,Yemen,Marib,Yemen Oil Co.,Marib,Marib,1986,10000,,2500,,,,,
North America,Canada,British Columbia,Parkland Refining,Burnaby,Burnaby,1935,55000,11000,9000,10000,3000,18000,,30000
North America,Canada,Newfoundland,NARL (Silverpeak),Come By Chance,Come By Chance,1974,,,,,,,,
North America,Canada,Ontario,Nova Chemicals (Canada) Ltd.,Corunna,Corunna,1977,,,,,,,,
North America,Canada,Alberta,Alberta Envirofuels,Edmonton (Chevron),Edmonton (Chevron),2000,,,,,,,,
North America,Canada,Alberta,Imperial Oil (ExxonMobil),Edmonton (Strathcona),Edmonton (Strathcona),1976,191000,69000,21000,6600,15500,64500,,158500
North America,Canada,Alberta,Suncor,Edmonton (Suncor),Edmonton (Suncor),1971,142000,50000,15300,15100,15400,40850,17130,79900
North America,Canada,Alberta,Husky Energy,Lloydminster,Lloydminster,1947,29000,15000,,,,,7500,
North America,Canada,Ontario,Petro-Canada Lubricants (HollyFrontier),Mississauga,Mississauga,2000,,,9000,,,,,10300
North America,Canada,Quebec,Suncor,Montreal,Montreal,1955,137000,53000,36000,,3000,30500,,114000
North America,Canada,Saskatchewan,Gibson Energy,Mosse Jaw,Mosse Jaw,2000,22000,,,,,,,
North America,Canada,Ontario,Imperial Oil (ExxonMobil),Nanticoke,Nanticoke,1978,113000,48000,33500,,12000,48500,,108000
North America,Canada,Alberta,North West Redwater Partnership (NWRP),North West Redwater Sturgeon,North West Redwater Sturgeon,2017,79000,39500,,,,,,30000
North America,Canada,British Columbia,Tidewater Midstream and Infrastructure,Prince George,Prince George,1967,12000,,1600,900,,3300,,14000
North America,Canada,Saskatchewan,Consumers' Cooperative Refineries Ltd.,Regina,Regina,1935,145000,40000,12000,4500,,25000,9009,115000
North America,Canada,New Brunswick,Irving Oil,Saint John,Saint John,1960,300000,100000,35000,10000,16000,95000,,92000
North America,Canada,Ontario,Imperial Oil (ExxonMobil),Sarnia (Imperial Oil),Sarnia (Imperial Oil),1897,119000,31500,37500,,,30500,25540,90000
North America,Canada,Ontario,Shell,Sarnia (Shell),Sarnia (Shell),1952,75000,24400,22040,,,19000,,40000
North America,Canada,Ontario,Suncor,Sarnia (Suncor),Sarnia (Suncor),1954,85000,25156,22957,,5503,16668,,85000
North America,Canada,Alberta,Shell,Scotford,Scotford,1981,100000,,21700,,,,,80000
North America,Canada,Quebec,Valero,St. Romuald/Jean Gaulin (Levis),St. Romuald/Jean Gaulin (Levis),1971,235000,48500,48450,26190,,67500,,220000
North America,United States,Washington,Marathon Petroleum,Anacortes,Anacortes,2000,119000,50500,29200,3800,15300,51100,,111800
North America,United States,Oklahoma,Valero,Ardmore,Ardmore,1913,86000,32000,19000,,7012,24000,,96450
North America,United States,Alabama,Goodway Refining,Atmore,Atmore,1998,4100,,,,,,,
North America,United States,California,Kern Oil & Refining Co,Bakersfield (Kern),Bakersfield (Kern),1934,26000,,5690,,,,,14000
North America,United States,California,San Joaquin Refining Co,Bakersfield (San Joaquin),Bakersfield (San Joaquin),1969,15000,14300,,,,,,5400
North America,United States,Hawaii,Par Petroleum,"Barbers Point, Honolulu, Oahu","Barbers Point, Honolulu, Oahu",1963,,,,,-5000,-21000,,-3500
North America,United States,Louisiana,ExxonMobil,Baton Rouge,Baton Rouge,1909,502500,246100,73500,,41000,232500,117500,526500
North America,United States,Texas,ExxonMobil,Baytown,Baytown,1920,560500,297000,120000,,41000,212500,91300,794000
North America,United States,Texas,ExxonMobil,Beaumont,Beaumont,1902,369000,148800,142000,45000,14900,110400,44100,388300
North America,United States,Louisiana,Phillips 66,Belle Chasse/Alliance,Belle Chasse/Alliance,1971,253600,104170,43640,,35000,96500,23400,197680
North America,United States,California,Valero,Benicia,Benicia,1968,145000,85500,35340,4200,17100,72000,27500,169300
North America,United States,Texas,Delek,Big Spring,Big Spring,1929,73000,28000,21000,,5000,22000,,61000
North America,United States,Montana,ExxonMobil,Billings (Exxon),Billings (Exxon),1949,61500,32300,12000,,5100,22830,9500,60900
North America,United States,Montana,Phillips 66,Billings (Phillips 66),Billings (Phillips 66),1949,60000,44800,9420,4000,7250,20890,20600,80860
North America,United States,Texas,WRB Refining (Phillips 66 & Cenovus Energy JV),Borger,Borger,1926,146000,80000,30310,46000,14000,55048,26100,187380
North America,United States,Pennsylvania (Padd 1),American Refining Group Inc. (ARG),Bradford,Bradford,1881,11000,,1800,,,,,3600
North America,United States,Ohio,Marathon Petroleum,Canton,Canton,1931,68000,35000,20400,,8500,24700,,92500
North America,United States,Kentucky,Marathon Petroleum,Catlettsburg,Catlettsburg,1924,242000,130000,52300,17000,21500,98800,,273500
North America,United States,Louisiana,PBF Energy,Chalmette,Chalmette,1915,190000,169000,46000,,16800,73000,39400,188600
North America,United States,Texas,Equistar Chemicals,Channelview (Equistar),Channelview (Equistar),2000,,,,,22000,,,
North America,United States,Texas,Hartree Refining Co.,Channelview/Houston (Hartree),Channelview/Houston (Hartree),2019,,,,,,,,
North America,United States,Washington,BP,Cherry Point,Cherry Point,1971,242000,112000,58500,26000,,,58800,154800
North America,United States,Wyoming,HollyFrontier,Cheyenne,Cheyenne,1940,,,,,,,,
North America,United States,Kansas,CVR,Coffeyville,Coffeyville,1906,132000,46000,24000,,10000,33900,22500,124000
North America,United States,Colorado,Suncor,Commerce City,Commerce City,1930,103000,33500,20000,,,29000,,87430
North America,United States,Louisiana,Shell,Convent,Convent,1967,,,,,,,,
North America,United States,Texas,Buckeye Partners,Corpus Christi (Buckeye),Corpus Christi (Buckeye),2015,,,,,,,,
North America,United States,Texas,Citgo,Corpus Christi (Citgo),Corpus Christi (Citgo),1935,157500,85300,46500,,23100,78400,41300,268140
North America,United States,Texas,Flint Hills Resources (Koch Industries),Corpus Christi (Flint Hills),Corpus Christi (Flint Hills),1955,320000,87500,,8400,15500,99000,9600,354800
North America,United States,Texas,Magellan Midstream Partners LP,Corpus Christi (Magellan),Corpus Christi (Magellan),2017,,,,,,,,
North America,United States,Texas,Valero,Corpus Christi (Valero),Corpus Christi (Valero),1983,223000,91000,47500,16000,24500,93500,15000,293500
North America,United States,Louisiana,Calumet Specialty Products,Cotton Valley,Cotton Valley,2000,13020,,,500,,,,6500
North America,United States,Texas,Deer Park Refining (Shell & Pemex JV) -- Shell selling,Deer Park,Deer Park,1929,275000,180000,56100,,20000,76500,76200,300600
North America,United States,Delaware (Padd 1),PBF Energy,Delaware City,Delaware City,1956,182200,104600,41000,6000,11729,85300,48400,151500
North America,United States,Michigan,Marathon Petroleum,Detroit,Detroit,1930,140000,89000,20400,,7500,39000,33300,133000
North America,United States,North Dakota,Marathon Petroleum,Dickinson,Dickinson,2015,,,,,,,,
North America,United States,Wyoming,Antelope Refining,Douglas,Douglas,2000,3800,3500,,,,,,
North America,United States,Arkansas,Delek,El Dorado (Delek),El Dorado (Delek),1922,83000,45000,14800,7500,5000,20500,,92750
North America,United States,Kansas,HollyFrontier,El Dorado (HollyFrontier),El Dorado (HollyFrontier),1917,162000,65000,29700,16500,14000,42000,18500,193000
North America,United States,Texas,Marathon Petroleum,El Paso,El Paso,1928,133700,55700,25200,7300,12500,33300,,119500
North America,United States,California,Chevron,El Segundo,El Segundo,1920,269000,169100,44500,32800,33300,66500,69500,243500
North America,United States,Nevada,Foreland Refining,Ely,Ely,2000,2000,2750,,,,,,
North America,United States,Wyoming,Silver Eagle Refining,Evanston,Evanston,2000,3000,,2650,,,,,3900
North America,United States,Wyoming,Sinclair Oil,Evansville/Casper,Evansville/Casper,1923,24500,,4400,,,8900,,24500
North America,United States,Hawaii,Par Petroleum,"Ewa Beach, Kapolei, Oahu","Ewa Beach, Kapolei, Oahu",1933,147500,71000,13100,10000,,,,30000
North America,United States,Washington,Phillips 66,Ferndale,Ferndale,1954,105000,50700,16657,2800,11800,34700,,74900
North America,United States,Texas,Kinder Morgan,Galena Park,Galena Park,2000,,,,,,,,
North America,United States,New Mexico,Marathon Petroleum,Gallup,Gallup,2000,,,,,,,,
North America,United States,Texas,Texas International Terminals/GCC Bunkers,Galveston,Galveston,2020,,,,,,,,
North America,United States,Texas,Marathon Petroleum,Galveston Bay (Marathon),Galveston Bay (Marathon),?,585000,259000,135400,,58000,194300,29800,420000
North America,United States,Louisiana,Marathon Petroleum,Garyville,Garyville,1976,564000,296000,129700,49500,37500,137800,102000,601500
North America,United States,Montana,Calumet Specialty Products,Great Falls,Great Falls,1922,24000,20000,900,1500,700,2750,,14500
North America,United States,Texas,LyondellBasell/Houston Refining,Houston (LyondellBasell),Houston (LyondellBasell),1918,263776,196500,,,11250,98430,92237,409300
North America,United States,Texas,Petromax Refining,Houston (Petromax),Houston (Petromax),2015,,,,,,,,
North America,United States,Texas,Valero,Houston (Valero),Houston (Valero),1942,205000,38000,,,25500,71500,,58600
North America,United States,Illinois,ExxonMobil,Joliet (Channahon),Joliet (Channahon),1972,238600,126700,50000,,29100,94500,56500,247500
North America,United States,Alaska,Marathon Petroleum,Kenai,Kenai,1969,68000,26000,12800,5000,,,,24500
North America,United States,Louisiana,Delek,Krotz Springs,Krotz Springs,1980,80000,36200,12000,6220,6000,33000,,32000
North America,United States,Louisiana,Pelican Refining,Lake Charles,Lake Charles,2000,,12000,,,,,,
North America,United States,Louisiana,Calcasieu Refining,Lake Charles (Calcasieu Refining),Lake Charles (Calcasieu Refining),1977,128000,36000,,,,,,
North America,United States,Louisiana,Citgo,Lake Charles (Citgo),Lake Charles (Citgo),1944,418000,230000,107000,28000,28100,143600,104000,398200
North America,United States,Louisiana,Phillips 66,Lake Charles/Westlake,Lake Charles/Westlake,1941,260000,125000,35000,25000,9000,47400,54900,267000
North America,United States,Montana,CHS,Laurel,Laurel,1933,59600,32200,11700,1250,4000,15000,15000,62000
North America,United States,Illinois,Citgo,Lemont,Lemont,1926,179265,77200,31680,,22700,62550,36360,226400
North America,United States,Ohio,Husky Energy,Lima,Lima,1886,177000,93000,53900,23200,,39864,20700,158000
North America,United States,New Jersey (Padd 1),Phillips 66,Linden/Bayway,Linden/Bayway,1909,258500,75000,32300,4000,18800,128000,,191000
North America,United States,California,Marathon Petroleum,Los Angeles (Marathon - Carson),Los Angeles (Marathon - Carson),1923,369000,205000,72300,39325,33700,59180,98190,319000
North America,United States,California,Marathon Petroleum,Los Angeles (Marathon - Wilmington),Los Angeles (Marathon - Wilmington),1923,,,,,,,,
North America,United States,California,Phillips 66,Los Angeles Carson/Wilmington (Phillips 66),Los Angeles Carson/Wilmington (Phillips 66),1919,139000,82000,35210,19800,16000,48700,48300,150700
North America,United States,North Dakota,Marathon Petroleum,Mandan,Mandan,1954,71000,,12240,,4800,27900,,42800
North America,United States,California,Marathon Petroleum,Martinez (Marathon),Martinez (Marathon),1913,,,,,,,,
North America,United States,California,PBF Energy,Martinez (PBF Energy),Martinez (PBF Energy),1915,156400,102000,29800,15000,12500,67400,45200,268000
North America,United States,Kansas,CHS,McPherson,McPherson,1933,99735,46000,22700,15800,9600,23200,28300,83500
North America,United States,Tennessee,Valero,Memphis,Memphis,1941,180000,,35300,,12700,68000,,129000
North America,United States,Louisiana,Valero,Meraux,Meraux,1920,125000,60000,31123,,,,,95000
North America,United States,Indiana,Countrymark Cooperative Inc.,Mount Vernon,Mount Vernon,1940,28800,14000,5800,3200,2200,8600,,29000
North America,United States,New Mexico,HollyFrontier,Navajo (Artesia),Navajo (Artesia),1931,110000,33800,21000,,9100,29000,,118000
North America,United States,Wyoming,Par Petroleum,New Castle,New Castle,2000,18000,,3500,,1300,7000,,10000
North America,United States,West Virginia (Padd 1),Ergon Refining,Newell,Newell,1972,22300,8600,4500,,,,,24100
North America,United States,Texas,Allegiance Refining LLC,Nixon,Nixon,2000,13765,,,,,,,
North America,United States,Louisiana,Shell,Norco (Shell),Norco (Shell),1918,225300,91300,29400,,16800,87900,20400,185500
North America,United States,Louisiana,Valero,Norco (Valero),Norco (Valero),1980,215000,180000,22000,,38000,95000,78000,195000
North America,United States,Alaska,Petro Star,North Pole,North Pole,1985,19700,,,,,,,
North America,United States,Alaska,Flint Hills Resources (Koch Industries),North Pole (FHR),North Pole (FHR),1977,,,,,,,,
North America,United States,Utah,Big West Oil Co.,North Salt Lake,North Salt Lake,1948,30500,,8200,4900,3100,12300,,22500
North America,United States,California,Alon,"Paramount, Bakersfield, Long Beach","Paramount, Bakersfield, Long Beach",1932,,,,,,,,
North America,United States,Texas,Chevron,Pasadena,Pasadena,1920,112229,38000,21340,,12500,50440,,79000
North America,United States,Texas,Next Wave Energy Partners,Pasadena (Next Wave),Pasadena (Next Wave),2022,,,,,,,,
North America,United States,Mississippi,Chevron,Pascagoula,Pascagoula,1963,356440,330000,91440,,21500,79200,97000,284300
North America,United States,New Jersey (Padd 1),Axeon Specialty Products LLC,Paulsboro (Axeon),Paulsboro (Axeon),1955?,,,,,,,,
North America,United States,New Jersey (Padd 1),PBF Energy,Paulsboro (PBF),Paulsboro (PBF),1917,50000,90000,28500,,,27000,13250,144100
North America,United States,Pennsylvania (Padd 1),Philadelphia Energy Solutions (PES),Philadelphia (Point Breeze & Girard Point),Philadelphia (Point Breeze & Girard Point),1870,,,,,,,,
North America,United States,Minnesota,Flint Hills Resources (Koch Industries),Pine Bend (Rosemount),Pine Bend (Rosemount),1955,320000,234000,42000,18000,12500,90200,70000,336000
North America,United States,Oklahoma,Phillips 66,Ponca City,Ponca City,1914,207000,89042,40253,,17574,60733,22775,240045
North America,United States,Louisiana,Placid Refining,Port Allen,Port Allen,1975,75000,27000,10500,,7500,25000,,56000
North America,United States,Texas,Motiva (Saudi Aramco),Port Arthur (Motiva),Port Arthur (Motiva),1903,607000,331800,121825,49140,20500,89700,158000,544750
North America,United States,Texas,Total,Port Arthur (Total),Port Arthur (Total),1936,178000,117000,40500,7800,6700,75500,55500,274500
North America,United States,Texas,Valero,Port Arthur (Valero),Port Arthur (Valero),1901,335000,220000,45000,,19500,73051,97000,331300
North America,United States,Louisiana,Calumet Specialty Products,Princeton,Princeton,2000,8300,7000,,,,,,
North America,United States,Alaska,BP,Prudhoe Bay (BP),Prudhoe Bay (BP),1977,6500,,,,,,,
North America,United States,Alaska,ConocoPhillips,Prudhoe Bay (ConocoPhillips),Prudhoe Bay (ConocoPhillips),1977,15000,,,,,,,
North America,United States,Washington,Shell --> HollyFrontier,Puget Sound Anacortes,Puget Sound Anacortes,1958,145000,65800,18700,,12100,52900,22400,130500
North America,United States,California,Chevron,Richmond,Richmond,1902,245271,123456,59000,53200,32662,80000,,382200
North America,United States,Illinois,Marathon Petroleum,Robinson,Robinson,1906,245000,75500,77400,16000,12500,51800,29000,196000
North America,United States,California,Phillips 66,Rodeo/Santa Maria (San Francisco),Rodeo/Santa Maria (San Francisco),1896,120200,93200,31000,13800,,,47000,62500
North America,United States,Minnesota,Marathon Petroleum,Saint Paul Park,Saint Paul Park,1939,98515,50600,23655,10500,6650,31500,,113030
North America,United States,Louisiana,Shell,Saint Rose,Saint Rose,2000,,,,,,,,
North America,United States,Utah,Chevron,Salt Lake City (Chevron),Salt Lake City (Chevron),1948,54720,27500,7650,1300,,13950,9000,49700
North America,United States,Utah,Marathon Petroleum,Salt Lake City (Marathon),Salt Lake City (Marathon),1908,61000,,10260,,7500,23400,,42000
North America,United States,Texas,Calumet Specialty Products,San Antonio,San Antonio,2000,20000,,5600,,,,,14000
North America,United States,Mississippi,Hunt Southland Refining Co,Sandersville,Sandersville,2000,11000,6875,,,,,,
North America,United States,California,Santa Maria Refining Co,Santa Maria,Santa Maria,1933,9500,10000,,,,,,
North America,United States,Alabama,Shell --> Vertex Energy,Saraland (Mobile),Saraland (Mobile),1975,91575,29000,21000,1150,,,,76000
North America,United States,Louisiana,Calumet Specialty Products,Shreveport,Shreveport,2000,57000,28000,11900,,,,,52300
North America,United States,Texas,South Hampton Resources Inc.,Silsbee,Silsbee,2000,,,4940,4400,,,,15000
North America,United States,Wyoming,Sinclair Oil,Sinclair,Sinclair,1923,75000,51000,12600,,5000,20600,18000,74000
North America,United States,Arkansas,Cross Oil Refining & Marketing Inc.,Smackover,Smackover,1923,7500,3850,,,,,,6000
North America,United States,Kentucky,Continental Refining Company LLC,Somerset,Somerset,1935,,,,,,,,
North America,United States,California,Lunday Thagard Co,South Gate,South Gate,1937,8500,5000,,,,,,
North America,United States,Texas,Valero,Sunray/Mckee,Sunray/Mckee,1933,195000,50000,46500,3000,9800,52800,,131500
North America,United States,Wisconsin,Husky Energy,Superior,Superior,1950,,,,,,,,
North America,United States,Texas,Phillips 66,Sweeny,Sweeny,1942,265000,132100,37500,10100,21600,97000,70900,378600
North America,United States,Washington,Par Petroleum,Tacoma,Tacoma,1957,40700,19200,6400,4500,,,,18600
North America,United States,Texas,Marathon Petroleum,Texas City (Marathon),Texas City (Marathon),1922,,,,,,,,
North America,United States,Texas,Valero,Texas City (Valero),Texas City (Valero),1908,225000,133500,17195,6500,14700,81700,50825,286000
North America,United States,Texas,Valero,Three Rivers,Three Rivers,1974,89000,33500,32830,3000,7000,23363,,79000
North America,United States,Ohio,BP-Husky Energy,Toledo (BP/Husky),Toledo (BP/Husky),1919,155000,71500,40700,,11500,53000,32500,113000
North America,United States,Ohio,PBF Energy,Toledo (PBF),Toledo (PBF),1894,172800,,46900,,9950,73700,,149900
North America,United States,California,PBF Energy,Torrance (PBF),Torrance (PBF),1929,160000,102300,17000,,30000,101600,53000,153400
North America,United States,Pennsylvania (Padd 1),Monroe Energy (Delta Airlines),Trainer,Trainer,1925,190000,73000,45000,,12000,51500,,190600
North America,United States,Oklahoma,HollyFrontier,Tulsa,Tulsa,1913,155300,59000,21000,13900,5500,23100,8800,148600
North America,United States,Alabama,Hunt Refining,Tuscaloosa,Tuscaloosa,1946,46000,18000,15000,4200,,,29000,49100
North America,United States,Texas,Delek,Tyler,Tyler,1933,75000,28000,17000,,4700,19000,7000,77000
North America,United States,Alaska,Petro Star,Valdez,Valdez,1993,55000,,,,,,,
North America,United States,Mississippi,Ergon Refining,Vicksburg,Vicksburg,1978,26500,18000,,,,,,23000
North America,United States,Pennsylvania (Padd 1),United Refining Co,Warren,Warren,1902,65000,40000,13000,8500,4500,25000,,53000
North America,United States,Louisiana,Excel Paralubes,Westlake,Westlake,2000,,,,,,,,
North America,United States,Indiana,BP,Whiting,Whiting,1889,430000,270000,62200,27900,32000,176500,95000,512800
North America,United States,California,Valero,Wilmington (Valero),Wilmington (Valero),1969,85000,46000,17400,,22000,52200,27700,144000
North America,United States,California,Valero,Wilmington Asphalt Plant,Wilmington Asphalt Plant,2000,6300,5000,,,,,,
North America,United States,Illinois,WRB Refining (Phillips 66 & Cenovus Energy JV),Wood River (Roxana),Wood River (Roxana),1917,356000,196500,72000,,21800,91000,75000,281350
North America,United States,Utah,HollyFrontier,Woods Cross (HollyFrontier),Woods Cross (HollyFrontier),1932,39330,,6960,3000,5300,16625,,26200
North America,United States,Utah,Silver Eagle Refining,Woods Cross (Silver Eagle),Woods Cross (Silver Eagle),1954,15000,7000,,,,,,4000
North America,United States,Oklahoma,CVR,Wynnewood,Wynnewood,1923,74500,40300,17000,,5500,19000,,67500
North and Central Europe,Austria,Lower Austria - northeast,OMV,Schwechat,Schwechat,1960,192000,65000,22525,22195,,28281,,150000
North and Central Europe,Belarus,Gomel Region,Slavneft,Mozyr,Mozyr,1975,323323,55800,48000,,5000,44000,,205000
North and Central Europe,Belarus,Vitsebsk Region,P.O. Naftan Refinery - BNK,Novopolotsk,Novopolotsk,1963,240000,50000,44000,10500,,,48493,155993
North and Central Europe,Belgium,Flemish Region,Vitol,Antwerp (APC),Antwerp (APC),N/A,,,,,,,,
North and Central Europe,Belgium,Flemish Region,ExxonMobil,Antwerp (Exxon),Antwerp (Exxon),1953,307000,137000,38000,,8000,35000,50000,341500
